QUERY 	 DOCUMENT 	 RANK 		 RELEVANCY 	
359 	FT911-188		1474	0.19039793123610385%
359 	FT911-4753		1475	0.189086005658127%
359 	FT911-1502		1476	0.18531269115259738%
359 	FT911-2697		1477	0.18453757861430364%
359 	FT911-3050		1478	0.18197762552463548%
359 	FT911-1492		1479	0.1798477244175143%
359 	FT911-4516		1480	0.1793372762440617%
359 	FT911-1344		1481	0.17419623399338924%
359 	FT911-4165		1482	0.1644912334962874%
359 	FT911-3933		1483	0.16386482035132083%
359 	FT911-3935		1484	0.15594224958774217%
359 	FT911-4053		1485	0.15170879037395948%
359 	FT911-2661		1486	0.07007594682912757%

**********************************************
354 	FT911-4783		1	32.451837789691076%
354 	FT911-885		2	27.051016464607798%
354 	FT911-3514		3	21.876596768788023%
354 	FT911-2786		4	21.127269981475454%
354 	FT911-1702		5	18.222385279935015%
354 	FT911-1288		6	18.187791112065938%
354 	FT911-4633		7	17.914218014888284%
354 	FT911-1293		8	16.98512320369866%
354 	FT911-230		9	16.653858335401985%
354 	FT911-1588		10	16.046451479157238%
354 	FT911-4804		11	16.041864036959993%
354 	FT911-1900		12	15.651182284843088%
354 	FT911-4080		13	15.575217068009117%
354 	FT911-3494		14	14.012586961975268%
354 	FT911-563		15	13.357477210708721%
354 	FT911-1585		16	13.082790767190819%
354 	FT911-5224		17	12.37137117935986%
354 	FT911-2977		18	11.481974053599982%
354 	FT911-115		19	11.24822933803482%
354 	FT911-429		20	10.294128618029553%
354 	FT911-5245		21	10.141852574058811%
354 	FT911-2646		22	9.787978382430454%
354 	FT911-7		23	9.491622510572926%
354 	FT911-4358		24	9.444433732506349%
354 	FT911-1374		25	9.40710138358345%
354 	FT911-4530		26	9.384489109425942%
354 	FT911-10		27	9.12174170726416%
354 	FT911-818		28	8.938488351190708%
354 	FT911-2686		29	8.82293421081616%
354 	FT911-232		30	8.679394576714852%
354 	FT911-3675		31	8.400862424622952%
354 	FT911-3688		32	8.392984820403212%
354 	FT911-4344		33	8.35933864470816%
354 	FT911-1704		34	8.275112715291066%
354 	FT911-213		35	8.204857124767672%
354 	FT911-4740		36	8.19441748713134%
354 	FT911-667		37	8.1256626131064%
354 	FT911-2317		38	8.028339793689927%
354 	FT911-1705		39	7.96164571253703%
354 	FT911-5046		40	7.750943586996209%
354 	FT911-5207		41	7.725758592043433%
354 	FT911-905		42	7.55149551539826%
354 	FT911-1450		43	7.489231978521954%
354 	FT911-1949		44	7.475586070572233%
354 	FT911-3733		45	7.4556355246322426%
354 	FT911-2079		46	7.193794943187545%
354 	FT911-2444		47	7.055033898520355%
354 	FT911-362		48	6.890817532450772%
354 	FT911-4603		49	6.820992149038217%
354 	FT911-3176		50	6.734875589259509%
354 	FT911-1128		51	6.728645086069153%
354 	FT911-1235		52	6.714376055089115%
354 	FT911-318		53	6.602448736203456%
354 	FT911-4757		54	6.570704187617582%
354 	FT911-457		55	6.48579649427795%
354 	FT911-2610		56	6.378092344356744%
354 	FT911-3555		57	6.35009005560795%
354 	FT911-5229		58	6.349242344056128%
354 	FT911-2912		59	6.304375056024258%
354 	FT911-2618		60	6.243826863286551%
354 	FT911-5289		61	6.192246265646081%
354 	FT911-3453		62	6.153189712650355%
354 	FT911-1668		63	6.124941061991125%
354 	FT911-4650		64	6.105670796372641%
354 	FT911-4272		65	6.087675754972956%
354 	FT911-4275		66	6.017332245696224%
354 	FT911-1936		67	5.983278089076597%
354 	FT911-460		68	5.972836967239368%
354 	FT911-1085		69	5.8827906137049535%
354 	FT911-2203		70	5.876270041604173%
354 	FT911-1568		71	5.863501359544765%
354 	FT911-1468		72	5.810682971512574%
354 	FT911-879		73	5.801995120221419%
354 	FT911-195		74	5.772625272457596%
354 	FT911-5214		75	5.752260338982977%
354 	FT911-4079		76	5.731365391189047%
354 	FT911-2159		77	5.6085016988054575%
354 	FT911-2436		78	5.562983077574485%
354 	FT911-4571		79	5.533895555691299%
354 	FT911-2305		80	5.5163312153881785%
354 	FT911-1454		81	5.498697662232089%
354 	FT911-477		82	5.433187975482659%
354 	FT911-2680		83	5.42272944891984%
354 	FT911-1469		84	5.422725526849123%
354 	FT911-1609		85	5.412105344264646%
354 	FT911-5220		86	5.411781012534215%
354 	FT911-5054		87	5.347861995722428%
354 	FT911-3364		88	5.346208905357936%
354 	FT911-5011		89	5.340136152990822%
354 	FT911-5265		90	5.295812111928792%
354 	FT911-3557		91	5.274581235151065%
354 	FT911-1239		92	5.263953246272308%
354 	FT911-1050		93	5.211060512251381%
354 	FT911-2328		94	5.1318258146329985%
354 	FT911-4156		95	5.128362114514714%
354 	FT911-4125		96	5.116722378551539%
354 	FT911-2300		97	5.1095541767871895%
354 	FT911-2327		98	5.100219239300352%
354 	FT911-4273		99	5.054810562045028%
354 	FT911-2324		100	5.046062484905659%
354 	FT911-4021		101	5.006996217749518%
354 	FT911-3996		102	4.990551975389479%
354 	FT911-4755		103	4.85390433238226%
354 	FT911-198		104	4.79495077162282%
354 	FT911-581		105	4.783545151092283%
354 	FT911-1869		106	4.774435859030138%
354 	FT911-3778		107	4.77315179209425%
354 	FT911-4641		108	4.766581229005699%
354 	FT911-276		109	4.75011603623527%
354 	FT911-4311		110	4.73882890433318%
354 	FT911-693		111	4.736309883119846%
354 	FT911-3942		112	4.695746987893394%
354 	FT911-862		113	4.662446272313487%
354 	FT911-1237		114	4.630021604057437%
354 	FT911-2711		115	4.610708736732317%
354 	FT911-4075		116	4.60407061961332%
354 	FT911-3430		117	4.602981444643428%
354 	FT911-1297		118	4.583788194785051%
354 	FT911-652		119	4.5797982572428415%
354 	FT911-4649		120	4.571765177761694%
354 	FT911-520		121	4.54986399473518%
354 	FT911-1392		122	4.545995311423725%
354 	FT911-4277		123	4.518358744621302%
354 	FT911-4561		124	4.489000104771646%
354 	FT911-1436		125	4.4770718736640385%
354 	FT911-2994		126	4.475615861082469%
354 	FT911-5243		127	4.4088602023730825%
354 	FT911-611		128	4.4040309292145325%
354 	FT911-229		129	4.3469591961918255%
354 	FT911-2299		130	4.336824499454008%
354 	FT911-2703		131	4.335215867684642%
354 	FT911-4655		132	4.320535329211354%
354 	FT911-4527		133	4.30822545501778%
354 	FT911-2989		134	4.230869807352129%
354 	FT911-3537		135	4.190637868044044%
354 	FT911-1587		136	4.141355362376023%
354 	FT911-4312		137	4.075700786791459%
354 	FT911-4380		138	4.037641475922558%
354 	FT911-2216		139	4.02282286159652%
354 	FT911-1666		140	3.98760319621922%
354 	FT911-1958		141	3.9790965562428915%
354 	FT911-4266		142	3.966982193575945%
354 	FT911-1312		143	3.927994484504274%
354 	FT911-4553		144	3.924379248607879%
354 	FT911-1130		145	3.9242208390838194%
354 	FT911-5100		146	3.9142079935059035%
354 	FT911-124		147	3.876305872812661%
354 	FT911-2705		148	3.856353185472979%
354 	FT911-4065		149	3.8484951747151155%
354 	FT911-2256		150	3.8374396974569023%
354 	FT911-3372		151	3.8337252597118856%
354 	FT911-3018		152	3.8094203740219617%
354 	FT911-5304		153	3.801944654971297%
354 	FT911-4076		154	3.7588459279587183%
354 	FT911-393		155	3.7423252162561953%
354 	FT911-2606		156	3.7100555817187924%
354 	FT911-5093		157	3.6494293899207726%
354 	FT911-4643		158	3.6493000076474416%
354 	FT911-1279		159	3.612484209594105%
354 	FT911-2812		160	3.6107817871838095%
354 	FT911-3407		161	3.5989150750206846%
354 	FT911-3953		162	3.5890450473645807%
354 	FT911-4582		163	3.564826836865817%
354 	FT911-1390		164	3.557922738148916%
354 	FT911-3627		165	3.5503881157592168%
354 	FT911-915		166	3.5472088255170258%
354 	FT911-503		167	3.543793536689367%
354 	FT911-4988		168	3.4999750886759715%
354 	FT911-2264		169	3.4975934514483873%
354 	FT911-2644		170	3.4457949111917574%
354 	FT911-2163		171	3.437048140486778%
354 	FT911-1284		172	3.4318862365747473%
354 	FT911-2161		173	3.4228838025027497%
354 	FT911-467		174	3.4169323321818434%
354 	FT911-3894		175	3.4136641063302617%
354 	FT911-2116		176	3.406478264416392%
354 	FT911-3661		177	3.374034545888619%
354 	FT911-5333		178	3.369594246055457%
354 	FT911-4137		179	3.368078422829954%
354 	FT911-3866		180	3.3607438510636176%
354 	FT911-2991		181	3.349451762138541%
354 	FT911-3948		182	3.339207762687932%
354 	FT911-1199		183	3.3345101462493614%
354 	FT911-1523		184	3.332834120408296%
354 	FT911-3436		185	3.303280973783071%
354 	FT911-2182		186	3.3024404581132085%
354 	FT911-2583		187	3.295547417029306%
354 	FT911-3165		188	3.2875889258445383%
354 	FT911-1808		189	3.287253248765657%
354 	FT911-2510		190	3.281063110625234%
354 	FT911-3300		191	3.2686264705775017%
354 	FT911-216		192	3.239606696033652%
354 	FT911-1083		193	3.2287469640294746%
354 	FT911-3641		194	3.207202995007664%
354 	FT911-3104		195	3.1952376050269624%
354 	FT911-2999		196	3.1867244218083055%
354 	FT911-264		197	3.178597107047171%
354 	FT911-1316		198	3.17739108917685%
354 	FT911-2689		199	3.167357820060824%
354 	FT911-4995		200	3.1653243662959545%
354 	FT911-556		201	3.1646359598283444%
354 	FT911-989		202	3.1447864021152236%
354 	FT911-1259		203	3.134294034823147%
354 	FT911-1475		204	3.1176078476713394%
354 	FT911-4525		205	3.115370532021246%
354 	FT911-4654		206	3.1132324415263852%
354 	FT911-1281		207	3.1023963266952657%
354 	FT911-743		208	3.0951241808364043%
354 	FT911-5101		209	3.093999295444937%
354 	FT911-1899		210	3.066890348277544%
354 	FT911-2421		211	3.0502460051241975%
354 	FT911-3896		212	3.0462232624001007%
354 	FT911-3988		213	3.043064260927654%
354 	FT911-710		214	3.0325239429528925%
354 	FT911-169		215	3.02668375796092%
354 	FT911-4578		216	3.001093470477687%
354 	FT911-1950		217	2.9547826956590586%
354 	FT911-1938		218	2.9535759695350343%
354 	FT911-2997		219	2.939647687526277%
354 	FT911-4592		220	2.9119694239206613%
354 	FT911-2622		221	2.8982013232628105%
354 	FT911-1285		222	2.8964506880902445%
354 	FT911-2845		223	2.8917381819118972%
354 	FT911-3531		224	2.8902926843853254%
354 	FT911-2277		225	2.8838533356733067%
354 	FT911-2126		226	2.8796051432916085%
354 	FT911-738		227	2.868895375647391%
354 	FT911-615		228	2.8680033143221455%
354 	FT911-3751		229	2.862074420029766%
354 	FT911-4782		230	2.857337754479441%
354 	FT911-4206		231	2.8477673512708725%
354 	FT911-2712		232	2.8361780100113028%
354 	FT911-1528		233	2.836139885194971%
354 	FT911-418		234	2.8345682953143543%
354 	FT911-1257		235	2.8272393982645885%
354 	FT911-1224		236	2.8211679185445466%
354 	FT911-3658		237	2.8178513607920634%
354 	FT911-5331		238	2.796314149323939%
354 	FT911-2716		239	2.7876332249835234%
354 	FT911-1884		240	2.787049827408326%
354 	FT911-2014		241	2.784145921257161%
354 	FT911-3718		242	2.7838152414848176%
354 	FT911-2458		243	2.7813822531517984%
354 	FT911-4878		244	2.7723246849467107%
354 	FT911-1793		245	2.7720054662525593%
354 	FT911-1710		246	2.76580660258276%
354 	FT911-112		247	2.752588308197112%
354 	FT911-2370		248	2.751832412226054%
354 	FT911-42		249	2.743127725570772%
354 	FT911-2287		250	2.7338662809167786%
354 	FT911-1022		251	2.7088546587105617%
354 	FT911-999		252	2.707493522678629%
354 	FT911-4050		253	2.7073824406423235%
354 	FT911-934		254	2.706528902100492%
354 	FT911-501		255	2.705014093928207%
354 	FT911-3516		256	2.689768150950849%
354 	FT911-2753		257	2.6859935417914595%
354 	FT911-2107		258	2.6835614558464753%
354 	FT911-1650		259	2.6659215130881186%
354 	FT911-4653		260	2.665157840640292%
354 	FT911-2031		261	2.6459884875565%
354 	FT911-1308		262	2.645517140588631%
354 	FT911-3576		263	2.6363375194455774%
354 	FT911-632		264	2.6127747665287604%
354 	FT911-1967		265	2.608192226811713%
354 	FT911-627		266	2.6036381730054776%
354 	FT911-5351		267	2.602613641200672%
354 	FT911-4200		268	2.595354890892216%
354 	FT911-2152		269	2.5932352700626486%
354 	FT911-4157		270	2.592687262363632%
354 	FT911-1805		271	2.579798463627731%
354 	FT911-3404		272	2.5653174878636773%
354 	FT911-4645		273	2.562791023793531%
354 	FT911-4909		274	2.5626883396819986%
354 	FT911-1715		275	2.5542201154089477%
354 	FT911-3643		276	2.5531119281625867%
354 	FT911-3249		277	2.5466514559206432%
354 	FT911-3446		278	2.530400858878259%
354 	FT911-2648		279	2.528789436060569%
354 	FT911-707		280	2.517758927037495%
354 	FT911-3607		281	2.507740564626578%
354 	FT911-2848		282	2.5057576291768724%
354 	FT911-2272		283	2.4995160792822944%
354 	FT911-1575		284	2.498705652012276%
354 	FT911-262		285	2.4924171223964136%
354 	FT911-1349		286	2.488013047820049%
354 	FT911-4640		287	2.480776041871727%
354 	FT911-3144		288	2.4790918828154087%
354 	FT911-1696		289	2.46402693274735%
354 	FT911-2416		290	2.4478466450782697%
354 	FT911-2118		291	2.445311773103713%
354 	FT911-1388		292	2.4315442525782687%
354 	FT911-1647		293	2.4302116251858714%
354 	FT911-4907		294	2.417976657630799%
354 	FT911-2114		295	2.416393081637435%
354 	FT911-336		296	2.3937099636442967%
354 	FT911-2870		297	2.379120171265963%
354 	FT911-4726		298	2.3789688004170846%
354 	FT911-3013		299	2.377042927911358%
354 	FT911-1619		300	2.372063038750552%
354 	FT911-1087		301	2.3716658480424377%
354 	FT911-1544		302	2.3629525075330116%
354 	FT911-1799		303	2.357259347846686%
354 	FT911-357		304	2.3512971476848423%
354 	FT911-3409		305	2.3502165391067686%
354 	FT911-2049		306	2.3500311819101163%
354 	FT911-3363		307	2.3470626570455533%
354 	FT911-4087		308	2.3395804770163946%
354 	FT911-540		309	2.3378838514571596%
354 	FT911-863		310	2.3306312330472596%
354 	FT911-310		311	2.320741612659287%
354 	FT911-745		312	2.3191587407215337%
354 	FT911-660		313	2.317524427521935%
354 	FT911-1195		314	2.3105612511243727%
354 	FT911-1995		315	2.3025062239227045%
354 	FT911-1303		316	2.302178219355668%
354 	FT911-1999		317	2.296775927346232%
354 	FT911-1658		318	2.2876477046440216%
354 	FT911-2980		319	2.284984230768599%
354 	FT911-2567		320	2.2832190088354607%
354 	FT911-1084		321	2.2789735698839486%
354 	FT911-2987		322	2.2788313890857137%
354 	FT911-565		323	2.276623028926435%
354 	FT911-2971		324	2.2578803449287554%
354 	FT911-1513		325	2.256385976322898%
354 	FT911-221		326	2.2512242561792886%
354 	FT911-354		327	2.2485542716793017%
354 	FT911-3852		328	2.236610950536553%
354 	FT911-4043		329	2.210767372174301%
354 	FT911-1621		330	2.2084836041229785%
354 	FT911-2651		331	2.206712612077938%
354 	FT911-942		332	2.205467050635673%
354 	FT911-5345		333	2.203838198140144%
354 	FT911-3358		334	2.19849814564001%
354 	FT911-5221		335	2.196399974840831%
354 	FT911-1423		336	2.196396035519394%
354 	FT911-1296		337	2.193592369920565%
354 	FT911-272		338	2.1880320857432833%
354 	FT911-1052		339	2.184020587550245%
354 	FT911-433		340	2.18296895736061%
354 	FT911-1541		341	2.178861048262027%
354 	FT911-4448		342	2.172518681990119%
354 	FT911-1490		343	2.170221743169289%
354 	FT911-2050		344	2.1679048827106335%
354 	FT911-2856		345	2.166560678670913%
354 	FT911-471		346	2.1659763782122026%
354 	FT911-902		347	2.1652792551165803%
354 	FT911-998		348	2.165143547953864%
354 	FT911-1375		349	2.156014607520905%
354 	FT911-4377		350	2.154779912515342%
354 	FT911-5187		351	2.153495074105715%
354 	FT911-91		352	2.1356317335141752%
354 	FT911-4736		353	2.121956734042067%
354 	FT911-673		354	2.1142246237179902%
354 	FT911-5190		355	2.1026415365322553%
354 	FT911-4754		356	2.099263877976415%
354 	FT911-4651		357	2.097453163536815%
354 	FT911-4072		358	2.0970168431732072%
354 	FT911-2524		359	2.0893830135210756%
354 	FT911-2520		360	2.0876602623614784%
354 	FT911-408		361	2.086858395505972%
354 	FT911-3221		362	2.086737020855621%
354 	FT911-343		363	2.0864247177523643%
354 	FT911-5213		364	2.086157717012403%
354 	FT911-4674		365	2.0844674714014584%
354 	FT911-5210		366	2.0812047891779892%
354 	FT911-2082		367	2.0765280513244835%
354 	FT911-2649		368	2.064622093774029%
354 	FT911-764		369	2.062071367842521%
354 	FT911-543		370	2.057592289630676%
354 	FT911-606		371	2.055909086654326%
354 	FT911-4623		372	2.0543363320423547%
354 	FT911-5178		373	2.052244384301185%
354 	FT911-3619		374	2.051281662192332%
354 	FT911-3806		375	2.0484127682423225%
354 	FT911-1089		376	2.047413459954981%
354 	FT911-1283		377	2.0472558199955135%
354 	FT911-1253		378	2.0394080668123498%
354 	FT911-1066		379	2.036664451093127%
354 	FT911-1055		380	2.033959612530466%
354 	FT911-2970		381	2.026957632253629%
354 	FT911-141		382	2.019744977525833%
354 	FT911-4574		383	2.01112343067975%
354 	FT911-5164		384	2.010124494608919%
354 	FT911-251		385	2.0078863497021926%
354 	FT911-391		386	2.0068424921770016%
354 	FT911-1526		387	2.004851352812486%
354 	FT911-448		388	2.004754362516202%
354 	FT911-5323		389	2.003093756643331%
354 	FT911-4499		390	2.0018403745095643%
354 	FT911-3170		391	1.998788374089535%
354 	FT911-1879		392	1.99000367948894%
354 	FT911-1956		393	1.9891382762284442%
354 	FT911-2557		394	1.9858534350479815%
354 	FT911-2552		395	1.9793392094794027%
354 	FT911-628		396	1.9769562690322657%
354 	FT911-526		397	1.9718149596584467%
354 	FT911-3635		398	1.9706433775901633%
354 	FT911-872		399	1.9647765240334139%
354 	FT911-753		400	1.9640595237811376%
354 	FT911-4092		401	1.9621921914453235%
354 	FT911-3010		402	1.9603195726158498%
354 	FT911-3255		403	1.9584844565706403%
354 	FT911-823		404	1.9546859336598097%
354 	FT911-1079		405	1.9539153186011822%
354 	FT911-255		406	1.9528077927270424%
354 	FT911-3015		407	1.951884053913488%
354 	FT911-3604		408	1.9455253494458689%
354 	FT911-64		409	1.9420365232160681%
354 	FT911-1221		410	1.9412340075002723%
354 	FT911-4207		411	1.939182631426403%
354 	FT911-409		412	1.9344448130948968%
354 	FT911-2486		413	1.9302555242659964%
354 	FT911-3535		414	1.9292340392725804%
354 	FT911-4629		415	1.9281825645169794%
354 	FT911-3360		416	1.9273103177939601%
354 	FT911-2687		417	1.908977011588168%
354 	FT911-1306		418	1.908467307221734%
354 	FT911-4194		419	1.9034697332799384%
354 	FT911-3794		420	1.902807788192129%
354 	FT911-1803		421	1.8986498628698036%
354 	FT911-3100		422	1.896066052954513%
354 	FT911-622		423	1.8920788584719794%
354 	FT911-4859		424	1.891881531909371%
354 	FT911-1990		425	1.8700895757949865%
354 	FT911-1197		426	1.8695386160266978%
354 	FT911-5045		427	1.8692122291962174%
354 	FT911-47		428	1.8672726642365098%
354 	FT911-3729		429	1.8660182571627333%
354 	FT911-2983		430	1.864916317759484%
354 	FT911-4968		431	1.8617254015823166%
354 	FT911-2270		432	1.8555815915478568%
354 	FT911-3371		433	1.85383773692613%
354 	FT911-5202		434	1.8503454810976399%
354 	FT911-4970		435	1.8448300896172882%
354 	FT911-2666		436	1.8432008825249886%
354 	FT911-4054		437	1.8393818921026976%
354 	FT911-4000		438	1.83492658556411%
354 	FT911-4875		439	1.834491995284206%
354 	FT911-154		440	1.8322217050708571%
354 	FT911-2882		441	1.8313749103429284%
354 	FT911-1300		442	1.824663691612776%
354 	FT911-5111		443	1.8242764304428103%
354 	FT911-3802		444	1.822621862474854%
354 	FT911-1792		445	1.817837148738379%
354 	FT911-1534		446	1.815252974379038%
354 	FT911-3868		447	1.8112287283791346%
354 	FT911-1358		448	1.8043177093197316%
354 	FT911-4636		449	1.8018905992609549%
354 	FT911-243		450	1.8011647318745507%
354 	FT911-1437		451	1.796850105105787%
354 	FT911-1772		452	1.7952295582406759%
354 	FT911-3246		453	1.7924549081291363%
354 	FT911-2274		454	1.7921849970351191%
354 	FT911-1474		455	1.7828140092799452%
354 	FT911-5302		456	1.7818312864755836%
354 	FT911-3273		457	1.7752462885793838%
354 	FT911-131		458	1.772281460382386%
354 	FT911-1369		459	1.7698038909466967%
354 	FT911-591		460	1.7696312376954955%
354 	FT911-4675		461	1.768950222823994%
354 	FT911-3646		462	1.7673861037776666%
354 	FT911-1119		463	1.7660159611845825%
354 	FT911-485		464	1.7642953487990598%
354 	FT911-3004		465	1.7519870822659698%
354 	FT911-2339		466	1.750571102384142%
354 	FT911-1445		467	1.748517632249432%
354 	FT911-3461		468	1.7434390879439359%
354 	FT911-3759		469	1.7410164243927913%
354 	FT911-3421		470	1.7398553490712245%
354 	FT911-4178		471	1.7396348401543%
354 	FT911-3449		472	1.736607630759743%
354 	FT911-3860		473	1.7365773055884195%
354 	FT911-4569		474	1.7364743933293139%
354 	FT911-4991		475	1.7295194687249167%
354 	FT911-4240		476	1.7272251015620406%
354 	FT911-220		477	1.7193761305725488%
354 	FT911-2219		478	1.7162712308067745%
354 	FT911-1953		479	1.7158080008949594%
354 	FT911-3414		480	1.7093490259363748%
354 	FT911-1532		481	1.708663073509101%
354 	FT911-137		482	1.702809207608002%
354 	FT911-3699		483	1.6957122894733963%
354 	FT911-1440		484	1.6945946891187849%
354 	FT911-3915		485	1.6905905632546903%
354 	FT911-1595		486	1.6863239091914477%
354 	FT911-4139		487	1.6816924509937208%
354 	FT911-1210		488	1.6814800805650592%
354 	FT911-2476		489	1.6803678502949302%
354 	FT911-4648		490	1.6668167028193213%
354 	FT911-3745		491	1.6587489701295088%
354 	FT911-1556		492	1.658032145680387%
354 	FT911-3234		493	1.6558789377458263%
354 	FT911-810		494	1.6551833646749237%
354 	FT911-965		495	1.645500802626911%
354 	FT911-5058		496	1.6442722025608165%
354 	FT911-2427		497	1.6431308856924378%
354 	FT911-896		498	1.6408725347002193%
354 	FT911-206		499	1.6404549490204872%
354 	FT911-376		500	1.6400308116163216%
354 	FT911-3113		501	1.6386821539610068%
354 	FT911-2032		502	1.634831569678589%
354 	FT911-3756		503	1.63408163415584%
354 	FT911-3292		504	1.633083913228843%
354 	FT911-1354		505	1.6321824361908952%
354 	FT911-3336		506	1.6272343021863211%
354 	FT911-392		507	1.6262916869037607%
354 	FT911-1406		508	1.621896995741167%
354 	FT911-379		509	1.6201898206328103%
354 	FT911-1355		510	1.5993000215172686%
354 	FT911-2054		511	1.5973807423231128%
354 	FT911-2561		512	1.5970278058585987%
354 	FT911-2662		513	1.590676817391744%
354 	FT911-2969		514	1.5886803142096715%
354 	FT911-2768		515	1.5826054573872181%
354 	FT911-4680		516	1.582596277021876%
354 	FT911-4663		517	1.5821987371227582%
354 	FT911-3023		518	1.5737350300076909%
354 	FT911-1993		519	1.5690578518148373%
354 	FT911-780		520	1.5660694898502878%
354 	FT911-1154		521	1.5657776822218077%
354 	FT911-1653		522	1.5633365837134305%
354 	FT911-2865		523	1.5602002875243672%
354 	FT911-598		524	1.5583259796245632%
354 	FT911-4647		525	1.5581190348181877%
354 	FT911-4601		526	1.5579594462170343%
354 	FT911-2134		527	1.55752340757043%
354 	FT911-3578		528	1.5555930703126215%
354 	FT911-4893		529	1.5470684184198897%
354 	FT911-1962		530	1.5452201712768805%
354 	FT911-3538		531	1.5431271927117876%
354 	FT911-2210		532	1.53842237160883%
354 	FT911-53		533	1.5371939599031048%
354 	FT911-4586		534	1.5335564139365285%
354 	FT911-3721		535	1.5321838969313817%
354 	FT911-2986		536	1.5202867089321073%
354 	FT911-3663		537	1.5130881511437142%
354 	FT911-3580		538	1.5118907682253142%
354 	FT911-513		539	1.5102560762351098%
354 	FT911-3008		540	1.5092959197064426%
354 	FT911-1529		541	1.5069517774701775%
354 	FT911-1226		542	1.503683282983817%
354 	FT911-4204		543	1.5034550494405519%
354 	FT911-661		544	1.5023744943290027%
354 	FT911-4045		545	1.4998496924770248%
354 	FT911-2209		546	1.4984088086475382%
354 	FT911-4662		547	1.4960512021387264%
354 	FT911-4235		548	1.4930483690020562%
354 	FT911-2829		549	1.491009932090312%
354 	FT911-372		550	1.4862271167588974%
354 	FT911-1996		551	1.4840400685450261%
354 	FT911-5120		552	1.4821342721188564%
354 	FT911-2799		553	1.4812368522189827%
354 	FT911-3887		554	1.4750895225394582%
354 	FT911-2461		555	1.4728355730968525%
354 	FT911-821		556	1.4711462340453503%
354 	FT911-3907		557	1.4696515979644933%
354 	FT911-125		558	1.468672073112811%
354 	FT911-4172		559	1.467762715644302%
354 	FT911-97		560	1.4654842691812584%
354 	FT911-4488		561	1.465407177478148%
354 	FT911-1126		562	1.4649694098930097%
354 	FT911-3617		563	1.4635396082406529%
354 	FT911-3022		564	1.4616349697738866%
354 	FT911-3440		565	1.4518559837119847%
354 	FT911-646		566	1.45136482134108%
354 	FT911-3210		567	1.4495550111435491%
354 	FT911-4219		568	1.4473277202681003%
354 	FT911-4420		569	1.4443481714917314%
354 	FT911-4447		570	1.4442657504389724%
354 	FT911-3242		571	1.4436075648646105%
354 	FT911-4376		572	1.4389654981432818%
354 	FT911-2384		573	1.43733440497742%
354 	FT911-4558		574	1.4367758161801345%
354 	FT911-1865		575	1.4352024431781056%
354 	FT911-4524		576	1.4319739659966122%
354 	FT911-4506		577	1.4297431214805587%
354 	FT911-1979		578	1.428824589492643%
354 	FT911-4903		579	1.4275977901284387%
354 	FT911-3287		580	1.427156617384203%
354 	FT911-2521		581	1.4259148998417668%
354 	FT911-3109		582	1.4241378725170835%
354 	FT911-4792		583	1.422912261597667%
354 	FT911-2535		584	1.4198685842930325%
354 	FT911-1920		585	1.415915118504062%
354 	FT911-1232		586	1.4146384644527796%
354 	FT911-1432		587	1.4131772146857982%
354 	FT911-3251		588	1.4108757467563708%
354 	FT911-4585		589	1.4107513854364506%
354 	FT911-3676		590	1.4095531523160383%
354 	FT911-1254		591	1.4071795846233173%
354 	FT911-992		592	1.4050089945228057%
354 	FT911-133		593	1.398062777349183%
354 	FT911-4005		594	1.3971847634280932%
354 	FT911-2714		595	1.396571630827429%
354 	FT911-1498		596	1.3943984027746277%
354 	FT911-2206		597	1.3926223651307434%
354 	FT911-1140		598	1.392298189026675%
354 	FT911-241		599	1.3911363799850183%
354 	FT911-2993		600	1.3896725889810368%
354 	FT911-1176		601	1.3891165301369457%
354 	FT911-4143		602	1.387970181150523%
354 	FT911-294		603	1.387300286667749%
354 	FT911-2691		604	1.385782624741284%
354 	FT911-4587		605	1.3847144402318268%
354 	FT911-1263		606	1.384332248113489%
354 	FT911-3630		607	1.384219474101893%
354 	FT911-3728		608	1.384026930357922%
354 	FT911-3709		609	1.3837631054883779%
354 	FT911-2600		610	1.3796252622142886%
354 	FT911-5182		611	1.374894396254108%
354 	FT911-4776		612	1.3731766960579839%
354 	FT911-3857		613	1.3723715768911844%
354 	FT911-4114		614	1.3717566162545922%
354 	FT911-4270		615	1.3700670573871272%
354 	FT911-4138		616	1.3694020949238752%
354 	FT911-2281		617	1.3677008072741212%
354 	FT911-1386		618	1.3666522110398753%
354 	FT911-488		619	1.364267445833537%
354 	FT911-2754		620	1.362732899479033%
354 	FT911-1389		621	1.3595014444948024%
354 	FT911-487		622	1.3588829892767467%
354 	FT911-3714		623	1.3577508039369561%
354 	FT911-4455		624	1.3565145173701456%
354 	FT911-1520		625	1.3550688169115659%
354 	FT911-3370		626	1.3533848435000309%
354 	FT911-886		627	1.3530060233155%
354 	FT911-2615		628	1.3492864829428517%
354 	FT911-678		629	1.3474252046121338%
354 	FT911-1174		630	1.3468166773868813%
354 	FT911-438		631	1.3433254707342543%
354 	FT911-328		632	1.3426083021936615%
354 	FT911-2962		633	1.3385888558324914%
354 	FT911-346		634	1.3343814383268184%
354 	FT911-2764		635	1.3333649082308774%
354 	FT911-943		636	1.330821704476667%
354 	FT911-608		637	1.3304620157002542%
354 	FT911-2619		638	1.3304316281293058%
354 	FT911-4833		639	1.3262323448688491%
354 	FT911-1499		640	1.3258221614115466%
354 	FT911-2879		641	1.322241825340722%
