QUERY 	 DOCUMENT 	 RANK 		 RELEVANCY 	
359 	FT911-4463		1576	0.8052339159106368%
359 	FT911-440		1577	0.8023213733618652%
359 	FT911-3720		1578	0.8022784315296471%
359 	FT911-2727		1579	0.8020828958983894%
359 	FT911-3762		1580	0.8018518465768627%
359 	FT911-3450		1581	0.8018125885762191%
359 	FT911-1372		1582	0.8013312235085456%
359 	FT911-2697		1583	0.8002059677992767%
359 	FT911-3804		1584	0.7997022086640764%
359 	FT911-4692		1585	0.7994136233870842%
359 	FT911-1202		1586	0.7980435965948985%
359 	FT911-3323		1587	0.7979910963714019%
359 	FT911-5302		1588	0.7967401129426297%
359 	FT911-888		1589	0.7963158763244753%
359 	FT911-2968		1590	0.7953980701388295%
359 	FT911-3144		1591	0.7953645611237615%
359 	FT911-3693		1592	0.793810841328571%
359 	FT911-296		1593	0.793640916631259%
359 	FT911-3585		1594	0.7930381425211743%
359 	FT911-1078		1595	0.7922811273782724%
359 	FT911-2185		1596	0.7901432797108153%
359 	FT911-886		1597	0.7899330328746613%
359 	FT911-3954		1598	0.7897177570196836%
359 	FT911-2181		1599	0.7889006059553595%
359 	FT911-2438		1600	0.7857213343366506%
359 	FT911-4984		1601	0.7854874489374464%
359 	FT911-505		1602	0.7837306520189876%
359 	FT911-2470		1603	0.7832816061963127%
359 	FT911-1389		1604	0.7822704164089626%
359 	FT911-2536		1605	0.7820998668379405%
359 	FT911-3459		1606	0.7816467500981815%
359 	FT911-2392		1607	0.7814274864122582%
359 	FT911-4728		1608	0.7812955737470928%
359 	FT911-5182		1609	0.7804985208491568%
359 	FT911-1792		1610	0.7800599215930188%
359 	FT911-2636		1611	0.7792049648595152%
359 	FT911-4390		1612	0.7791429824627778%
359 	FT911-194		1613	0.7761252999863211%
359 	FT911-3772		1614	0.7760021470659598%
359 	FT911-1800		1615	0.7753886421731775%
359 	FT911-4839		1616	0.7749725675873169%
359 	FT911-3898		1617	0.7732199886643887%
359 	FT911-2284		1618	0.7732010283178095%
359 	FT911-3867		1619	0.7691027640524933%
359 	FT911-5105		1620	0.768750971413391%
359 	FT911-380		1621	0.766376507414806%
359 	FT911-607		1622	0.7660216275000875%
359 	FT911-340		1623	0.7649437061469855%
359 	FT911-4753		1624	0.7648986638267401%
359 	FT911-4625		1625	0.7638901423804236%
359 	FT911-4292		1626	0.7635618377432969%
359 	FT911-1945		1627	0.7624130002305708%
359 	FT911-3446		1628	0.7621702261361919%
359 	FT911-1967		1629	0.7617992132521433%
359 	FT911-2296		1630	0.7615077933649499%
359 	FT911-2179		1631	0.7606491454055665%
359 	FT911-76		1632	0.759212200905634%
359 	FT911-4568		1633	0.7588499300187195%
359 	FT911-4406		1634	0.7567048065019194%
359 	FT911-643		1635	0.7555926866346223%
359 	FT911-3405		1636	0.7545659676926868%
359 	FT911-1720		1637	0.7545504234404395%
359 	FT911-4754		1638	0.7540598894066741%
359 	FT911-268		1639	0.7529909238023446%
359 	FT911-5005		1640	0.7522641257927062%
359 	FT911-4352		1641	0.7521029107934133%
359 	FT911-3223		1642	0.7508414603744319%
359 	FT911-1546		1643	0.7498369259121463%
359 	FT911-4966		1644	0.749688364035272%
359 	FT911-564		1645	0.7496260111869285%
359 	FT911-720		1646	0.7479667416907158%
359 	FT911-4666		1647	0.7473303172939508%
359 	FT911-3662		1648	0.7473262655536118%
359 	FT911-3790		1649	0.7473042362319987%
359 	FT911-4121		1650	0.744779330383169%
359 	FT911-310		1651	0.7445612028458422%
359 	FT911-4634		1652	0.7442289855402349%
359 	FT911-5135		1653	0.7418189381912297%
359 	FT911-324		1654	0.7406183531578242%
359 	FT911-1946		1655	0.7392519594695972%
359 	FT911-1999		1656	0.7368723160751749%
359 	FT911-3491		1657	0.7367068464361809%
359 	FT911-3436		1658	0.735414993464938%
359 	FT911-2620		1659	0.7341560090288924%
359 	FT911-2937		1660	0.7324334291372607%
359 	FT911-5058		1661	0.7318391553814741%
359 	FT911-3787		1662	0.7312971329664242%
359 	FT911-5020		1663	0.731208504995749%
359 	FT911-3977		1664	0.7309224905183175%
359 	FT911-1787		1665	0.7292655248803693%
359 	FT911-1661		1666	0.7290693190734113%
359 	FT911-2462		1667	0.7285137075235147%
359 	FT911-1550		1668	0.7269925680688394%
359 	FT911-4177		1669	0.7264589552776053%
359 	FT911-1513		1670	0.723914048617576%
359 	FT911-3156		1671	0.7230897799655913%
359 	FT911-4910		1672	0.7218403423106363%
359 	FT911-845		1673	0.7208398775128286%
359 	FT911-1009		1674	0.7195001215069078%
359 	FT911-5249		1675	0.7193231083320327%
359 	FT911-1531		1676	0.7190162376226245%
359 	FT911-3418		1677	0.7182780034832825%
359 	FT911-1247		1678	0.718252080906721%
359 	FT911-3852		1679	0.7175696469377538%
359 	FT911-1024		1680	0.7149633844025248%
359 	FT911-3374		1681	0.7146508894973469%
359 	FT911-5248		1682	0.7143416220112699%
359 	FT911-4798		1683	0.7136224602254709%
359 	FT911-2388		1684	0.7129248795844535%
359 	FT911-3752		1685	0.7128773416774111%
359 	FT911-68		1686	0.7128755260585692%
359 	FT911-3584		1687	0.7120530707351319%
359 	FT911-5052		1688	0.7103445586889893%
359 	FT911-2539		1689	0.7092176563168835%
359 	FT911-5336		1690	0.7089614683458161%
359 	FT911-1621		1691	0.7085455786122177%
359 	FT911-93		1692	0.7084696770815381%
359 	FT911-465		1693	0.7076602266463549%
359 	FT911-552		1694	0.7069747883305564%
359 	FT911-1423		1695	0.7046675361063768%
359 	FT911-3189		1696	0.7039763319826313%
359 	FT911-2843		1697	0.7039715906990954%
359 	FT911-5149		1698	0.7031644804564132%
359 	FT911-3408		1699	0.7025546005938661%
359 	FT911-4039		1700	0.7016907432799091%
359 	FT911-4186		1701	0.7009199079019336%
359 	FT911-4829		1702	0.7009139497427366%
359 	FT911-489		1703	0.7008487298349643%
359 	FT911-4239		1704	0.6996970946524483%
359 	FT911-2064		1705	0.6993426648620469%
359 	FT911-1081		1706	0.6992034360227405%
359 	FT911-1924		1707	0.6987010912501778%
359 	FT911-925		1708	0.6979219507843514%
359 	FT911-4505		1709	0.6970663911893505%
359 	FT911-4403		1710	0.6967037857667874%
359 	FT911-1983		1711	0.6951402740502906%
359 	FT911-2856		1712	0.6950954885069092%
359 	FT911-3287		1713	0.694697769443053%
359 	FT911-596		1714	0.6942122384253103%
359 	FT911-2833		1715	0.6930286041595896%
359 	FT911-4350		1716	0.6915974344396403%
359 	FT911-4924		1717	0.6914300855908833%
359 	FT911-2928		1718	0.6889832922687559%
359 	FT911-2624		1719	0.6886262032830944%
359 	FT911-1248		1720	0.6880666050126524%
359 	FT911-381		1721	0.687404330687918%
359 	FT911-2261		1722	0.6841161258727465%
359 	FT911-439		1723	0.6835507985359969%
359 	FT911-843		1724	0.6810757288270644%
359 	FT911-3951		1725	0.6807342648493461%
359 	FT911-3432		1726	0.6804775959780773%
359 	FT911-1304		1727	0.6800007604974085%
359 	FT911-1084		1728	0.6781007898408835%
359 	FT911-4968		1729	0.6779665898625478%
359 	FT911-1134		1730	0.6770640351775002%
359 	FT911-753		1731	0.6765726947078959%
359 	FT911-4009		1732	0.676193816231044%
359 	FT911-5266		1733	0.6759916552832284%
359 	FT911-1141		1734	0.6740485777383023%
359 	FT911-883		1735	0.6719006823565675%
359 	FT911-1319		1736	0.6711888880816641%
359 	FT911-1296		1737	0.6710899601037702%
359 	FT911-668		1738	0.670970426516053%
359 	FT911-849		1739	0.6701619804650029%
359 	FT911-2265		1740	0.6688950664129609%
359 	FT911-550		1741	0.6680156091280334%
359 	FT911-3669		1742	0.6678848918793062%
359 	FT911-2302		1743	0.6661788918492331%
359 	FT911-2761		1744	0.6659979464774489%
359 	FT911-5338		1745	0.6647646739847407%
359 	FT911-1254		1746	0.66444620304762%
359 	FT911-2069		1747	0.6637743038049634%
359 	FT911-4813		1748	0.6623565969428927%
359 	FT911-3515		1749	0.6622495495970665%
359 	FT911-1886		1750	0.6621495514730856%
359 	FT911-2286		1751	0.6619576459033815%
359 	FT911-764		1752	0.6615722877634308%
359 	FT911-4803		1753	0.6604650338966995%
359 	FT911-4044		1754	0.6604333854824269%
359 	FT911-4071		1755	0.6601278249325799%
359 	FT911-4623		1756	0.6590906639893701%
359 	FT911-2475		1757	0.6587043445015094%
359 	FT911-3570		1758	0.6584176355573848%
359 	FT911-260		1759	0.6583742964781791%
359 	FT911-3619		1760	0.6581106373265899%
359 	FT911-32		1761	0.6580279641869855%
359 	FT911-423		1762	0.6557516868831008%
359 	FT911-5236		1763	0.6556506829629329%
359 	FT911-2353		1764	0.6552844263262743%
359 	FT911-1253		1765	0.6543012436353661%
359 	FT911-2093		1766	0.6540370119448864%
359 	FT911-3168		1767	0.6539991315890692%
359 	FT911-3699		1768	0.6536372177562491%
359 	FT911-288		1769	0.6531716502668825%
359 	FT911-2648		1770	0.6521829346906318%
359 	FT911-4835		1771	0.6520574806371898%
359 	FT911-3567		1772	0.6511372873600305%
359 	FT911-811		1773	0.6510002889377171%
359 	FT911-16		1774	0.6509361938260186%
359 	FT911-1314		1775	0.6509210543985828%
359 	FT911-1828		1776	0.6482680679001089%
359 	FT911-1732		1777	0.6482500997322158%
359 	FT911-1352		1778	0.6475708414244316%
359 	FT911-4827		1779	0.6473230850346656%
359 	FT911-1245		1780	0.6471235292014971%
359 	FT911-377		1781	0.6470748611550736%
359 	FT911-2528		1782	0.6466903123330082%
359 	FT911-2038		1783	0.6464952295767604%
359 	FT911-1430		1784	0.6453178144449997%
359 	FT911-1653		1785	0.645076676721341%
359 	FT911-2967		1786	0.6442642937461124%
359 	FT911-2369		1787	0.6439213856221104%
359 	FT911-1241		1788	0.6431989003849601%
359 	FT911-3998		1789	0.6419397479583788%
359 	FT911-3588		1790	0.6416712586792952%
359 	FT911-5025		1791	0.6402090581377362%
359 	FT911-2540		1792	0.6395390423304271%
359 	FT911-4466		1793	0.6393253207089759%
359 	FT911-4702		1794	0.6389841983525723%
359 	FT911-2939		1795	0.6389326061747995%
359 	FT911-2857		1796	0.6386841807661194%
359 	FT911-1259		1797	0.6386402038458721%
359 	FT911-3460		1798	0.6384925587726197%
359 	FT911-129		1799	0.6375880715952388%
359 	FT911-3775		1800	0.6374623773607285%
359 	FT911-513		1801	0.6337801226424191%
359 	FT911-444		1802	0.6337705069072428%
359 	FT911-51		1803	0.6326499258865312%
359 	FT911-526		1804	0.6326154148933507%
359 	FT911-3318		1805	0.6323770004884557%
359 	FT911-711		1806	0.6319383212111972%
359 	FT911-3507		1807	0.6311123905269591%
359 	FT911-3964		1808	0.6310068526697753%
359 	FT911-5270		1809	0.630456349582613%
359 	FT911-872		1810	0.630357280654476%
359 	FT911-3929		1811	0.6303228831124713%
359 	FT911-707		1812	0.6301250243431353%
359 	FT911-4755		1813	0.6291901743462683%
359 	FT911-5359		1814	0.6290549611071422%
359 	FT911-4687		1815	0.6277490777562117%
359 	FT911-2281		1816	0.6275005669094953%
359 	FT911-1191		1817	0.6268930509211285%
359 	FT911-4933		1818	0.6260170828223328%
359 	FT911-1207		1819	0.6256432292478677%
359 	FT911-1266		1820	0.6235768443756118%
359 	FT911-5042		1821	0.623243146789272%
359 	FT911-702		1822	0.623184075294414%
359 	FT911-3715		1823	0.6216916191439621%
359 	FT911-910		1824	0.6212653580161922%
359 	FT911-2027		1825	0.619609397311577%
359 	FT911-4002		1826	0.6194737218017401%
359 	FT911-2715		1827	0.6185305510800343%
359 	FT911-5154		1828	0.6173896585417395%
359 	FT911-3983		1829	0.6166474962569495%
359 	FT911-2655		1830	0.6150541728361254%
359 	FT911-458		1831	0.6146859195397654%
359 	FT911-506		1832	0.6138887226011689%
359 	FT911-4638		1833	0.6136210404046373%
359 	FT911-654		1834	0.6134263373630661%
359 	FT911-4230		1835	0.6131740876673967%
359 	FT911-2131		1836	0.6130612677881229%
359 	FT911-3008		1837	0.6128659175405355%
359 	FT911-626		1838	0.6109454175707377%
359 	FT911-815		1839	0.6103297347585014%
359 	FT911-2471		1840	0.6101332795298988%
359 	FT911-1544		1841	0.609413057062674%
359 	FT911-468		1842	0.6092198909336967%
359 	FT911-1626		1843	0.6090572105121541%
359 	FT911-4113		1844	0.6086348923618049%
359 	FT911-4861		1845	0.608023894286939%
359 	FT911-4216		1846	0.6072967530937964%
359 	FT911-3476		1847	0.6072329099644529%
359 	FT911-4306		1848	0.6058138691950616%
359 	FT911-462		1849	0.6046746849900788%
359 	FT911-4850		1850	0.6045484733990212%
359 	FT911-4430		1851	0.603971474371038%
359 	FT911-678		1852	0.6024968344942842%
359 	FT911-3458		1853	0.6020644233230686%
359 	FT911-4851		1854	0.6016713660477895%
359 	FT911-584		1855	0.6013086860238466%
359 	FT911-2473		1856	0.6008408959515481%
359 	FT911-1197		1857	0.599802198194974%
359 	FT911-5045		1858	0.5996974838356632%
359 	FT911-1165		1859	0.5990339552920626%
359 	FT911-1398		1860	0.5969329992236143%
359 	FT911-1337		1861	0.5961336592829329%
359 	FT911-2759		1862	0.5953939752124411%
359 	FT911-4059		1863	0.5951206015902664%
359 	FT911-3371		1864	0.5947649009081553%
359 	FT911-469		1865	0.5946950399331778%
359 	FT911-2225		1866	0.5938725469685437%
359 	FT911-1152		1867	0.5938297192402371%
359 	FT911-3397		1868	0.59192074303701%
359 	FT911-2688		1869	0.5915098460878376%
359 	FT911-3434		1870	0.5913241302837449%
359 	FT911-3288		1871	0.5897401830922188%
359 	FT911-3351		1872	0.5895704271626538%
359 	FT911-4313		1873	0.5895224392286404%
359 	FT911-3776		1874	0.5870080088483595%
359 	FT911-2953		1875	0.5866025158428442%
359 	FT911-1911		1876	0.5863790191380372%
359 	FT911-3444		1877	0.5852520398262253%
359 	FT911-4847		1878	0.5851027701834697%
359 	FT911-1004		1879	0.584968969839771%
359 	FT911-3802		1880	0.5847499432314606%
359 	FT911-5192		1881	0.5844957786998346%
359 	FT911-4744		1882	0.5838339941707793%
359 	FT911-3842		1883	0.581074275933429%
359 	FT911-272		1884	0.5803322954358361%
359 	FT911-354		1885	0.5800869127521449%
359 	FT911-2556		1886	0.5792685682244474%
359 	FT911-2674		1887	0.5789456583191951%
359 	FT911-4869		1888	0.5758624801246979%
359 	FT911-1000		1889	0.5757421278800662%
359 	FT911-4193		1890	0.5736449491184813%
359 	FT911-1929		1891	0.5732485202599095%
359 	FT911-3526		1892	0.5731268987638227%
359 	FT911-2756		1893	0.572099482498273%
359 	FT911-4544		1894	0.5708894750198673%
359 	FT911-399		1895	0.5703553674783263%
359 	FT911-5057		1896	0.5699860260567595%
359 	FT911-1301		1897	0.5699197370208356%
359 	FT911-2793		1898	0.5696954235079477%
359 	FT911-3273		1899	0.5695504853975039%
359 	FT911-450		1900	0.5693394862605099%
359 	FT911-2962		1901	0.5682182819603687%
359 	FT911-3067		1902	0.5676986696522228%
359 	FT911-1958		1903	0.567487186153192%
359 	FT911-1555		1904	0.5674554576274118%
359 	FT911-3782		1905	0.5656080596055596%
359 	FT911-912		1906	0.5652600863397461%
359 	FT911-4115		1907	0.5636269513125862%
359 	FT911-2189		1908	0.5628576301182301%
359 	FT911-3918		1909	0.5628029902377736%
359 	FT911-3021		1910	0.5626684472308621%
359 	FT911-1204		1911	0.5623220095915737%
359 	FT911-4317		1912	0.5614098205542553%
359 	FT911-2376		1913	0.5606333510340016%
359 	FT911-4448		1914	0.5602995605271908%
359 	FT911-1240		1915	0.5587160160603722%
359 	FT911-805		1916	0.557648921340338%
359 	FT911-3624		1917	0.5571057558855287%
359 	FT911-3032		1918	0.5570817079020162%
359 	FT911-2920		1919	0.5570817079020162%
359 	FT911-4845		1920	0.5559912315922559%
359 	FT911-1769		1921	0.55578818845161%
359 	FT911-2305		1922	0.5557536051654841%
359 	FT911-5217		1923	0.5554349246577065%
359 	FT911-4365		1924	0.5550016256293075%
359 	FT911-4991		1925	0.5548799956680833%
359 	FT911-1484		1926	0.5545008031368097%
359 	FT911-3795		1927	0.5536880295104294%
359 	FT911-3220		1928	0.553114617163106%
359 	FT911-1491		1929	0.5529116809178088%
359 	FT911-3154		1930	0.5515580522253243%
359 	FT911-199		1931	0.5502773394912496%
359 	FT911-4918		1932	0.5489433159311414%
359 	FT911-3142		1933	0.5489049799423006%
359 	FT911-1581		1934	0.5488062200598334%
359 	FT911-1283		1935	0.548784475530143%
359 	FT911-125		1936	0.5486950335061382%
359 	FT911-2068		1937	0.5475467465139398%
359 	FT911-5241		1938	0.5472927350418042%
359 	FT911-1962		1939	0.5458009582030698%
359 	FT911-3644		1940	0.5457942817173829%
359 	FT911-4995		1941	0.544431994310231%
359 	FT911-3655		1942	0.5434219185312607%
359 	FT911-501		1943	0.5429639556795879%
359 	FT911-111		1944	0.5421259602246706%
359 	FT911-2917		1945	0.541767527759325%
359 	FT911-2951		1946	0.5413777044810919%
359 	FT911-3809		1947	0.5408161575624617%
359 	FT911-4522		1948	0.539643093541711%
359 	FT911-2447		1949	0.53881439112986%
359 	FT911-5357		1950	0.5384732512249396%
359 	FT911-170		1951	0.5380871929780947%
359 	FT911-161		1952	0.5380435842638968%
359 	FT911-3606		1953	0.5375916816865235%
359 	FT911-3919		1954	0.5368407352767559%
359 	FT911-3610		1955	0.5364848967482355%
359 	FT911-1338		1956	0.5361532947870727%
359 	FT911-5291		1957	0.536044990891888%
359 	FT911-418		1958	0.5358635516403805%
359 	FT911-3589		1959	0.5357567118447998%
359 	FT911-3091		1960	0.5326840593596887%
359 	FT911-5147		1961	0.5311157187674844%
359 	FT911-114		1962	0.5308379160134794%
359 	FT911-2455		1963	0.5303869640489569%
359 	FT911-2041		1964	0.5302585809612496%
359 	FT911-4016		1965	0.5301385589704444%
359 	FT911-5205		1966	0.52983531348595%
359 	FT911-3916		1967	0.5289850919025402%
359 	FT911-1642		1968	0.5287878971218338%
359 	FT911-791		1969	0.5269260602254032%
359 	FT911-1959		1970	0.5251307771581976%
359 	FT911-4150		1971	0.5250468178117782%
359 	FT911-1697		1972	0.5249618256131189%
359 	FT911-3756		1973	0.5242607709701952%
359 	FT911-2630		1974	0.5242074955130241%
359 	FT911-3015		1975	0.5232192559232339%
359 	FT911-225		1976	0.5225739146797659%
359 	FT911-3965		1977	0.5199250780791306%
359 	FT911-863		1978	0.5189529372593823%
359 	FT911-484		1979	0.5184970715541317%
359 	FT911-1955		1980	0.5182348962819306%
359 	FT911-4304		1981	0.5178170172029694%
359 	FT911-2370		1982	0.5177074264337926%
359 	FT911-1109		1983	0.5161168205163918%
359 	FT911-660		1984	0.516034493908496%
359 	FT911-1745		1985	0.5154203163446434%
359 	FT911-5312		1986	0.5142141135775444%
359 	FT911-549		1987	0.513307995878626%
359 	FT911-3703		1988	0.513288323174078%
359 	FT911-4042		1989	0.5132205635660813%
359 	FT911-4725		1990	0.5123014120516008%
359 	FT911-1475		1991	0.5121027181456022%
359 	FT911-351		1992	0.5112272728496536%
359 	FT911-3892		1993	0.5097619255220832%
359 	FT911-4802		1994	0.5093442061781592%
359 	FT911-2280		1995	0.5090915816149304%
359 	FT911-1706		1996	0.5077869535762833%
359 	FT911-1681		1997	0.5071920327486115%
359 	FT911-3113		1998	0.5071019021678002%
359 	FT911-4167		1999	0.5066728712664965%
359 	FT911-3448		2000	0.5052869877581828%
359 	FT911-2770		2001	0.5051369603833895%
359 	FT911-5146		2002	0.5046132409652326%
359 	FT911-823		2003	0.5041197936189964%
359 	FT911-4899		2004	0.5032079149586633%
359 	FT911-2109		2005	0.5022224690749959%
359 	FT911-1650		2006	0.5019785842831236%
359 	FT911-157		2007	0.5010479181832107%
359 	FT911-5340		2008	0.5007890960718195%
359 	FT911-3785		2009	0.49888794712231144%
359 	FT911-4794		2010	0.498692650448732%
359 	FT911-2271		2011	0.49847178877277903%
359 	FT911-17		2012	0.4982301661821834%
359 	FT911-1044		2013	0.49821915854546944%
359 	FT911-4712		2014	0.4980958789437844%
359 	FT911-4436		2015	0.49742142751115925%
359 	FT911-3838		2016	0.49738304261288513%
359 	FT911-3793		2017	0.49727124009957296%
359 	FT911-2107		2018	0.4971012736551397%
359 	FT911-2551		2019	0.49597869449777165%
359 	FT911-1721		2020	0.4954999837652845%
359 	FT911-3009		2021	0.49478486054489057%
359 	FT911-1223		2022	0.4916701590816032%
359 	FT911-1725		2023	0.4912681991631078%
359 	FT911-307		2024	0.4912426966284282%
359 	FT911-3175		2025	0.4912395503923067%
359 	FT911-797		2026	0.49123193895491346%
359 	FT911-4937		2027	0.49021122845067283%
359 	FT911-826		2028	0.4899942037645327%
359 	FT911-1281		2029	0.48930410938820446%
359 	FT911-1193		2030	0.48907278501027207%
359 	FT911-2823		2031	0.4890169064847826%
359 	FT911-2227		2032	0.48838313482704593%
359 	FT911-4859		2033	0.48792233626608233%
359 	FT911-3946		2034	0.48771308319085943%
359 	FT911-4714		2035	0.48754318890292786%
359 	FT911-2262		2036	0.48753693069535997%
359 	FT911-519		2037	0.487203620448423%
359 	FT911-316		2038	0.4858869794907782%
359 	FT911-1805		2039	0.4857620804475729%
359 	FT911-2718		2040	0.4853934255086009%
359 	FT911-3053		2041	0.4845852592769672%
359 	FT911-3874		2042	0.4844867693221006%
359 	FT911-179		2043	0.4842789550664089%
359 	FT911-3159		2044	0.4841878158879613%
359 	FT911-4008		2045	0.4822357237777234%
359 	FT911-661		2046	0.482005301460823%
359 	FT911-4318		2047	0.48177301547145995%
359 	FT911-3602		2048	0.48161496389598474%
359 	FT911-4478		2049	0.48128904782678494%
359 	FT911-4045		2050	0.48119527181616045%
359 	FT911-4235		2051	0.47901321003046093%
359 	FT911-1215		2052	0.4789448919319887%
359 	FT911-3163		2053	0.47891535153145254%
359 	FT911-4164		2054	0.4786749109692289%
359 	FT911-2129		2055	0.47820899746195455%
359 	FT911-4311		2056	0.4774226102484385%
359 	FT911-5332		2057	0.47702332501399247%
359 	FT911-1684		2058	0.4770127430543665%
359 	FT911-1562		2059	0.47622852880914385%
359 	FT911-4341		2060	0.4761114973205434%
359 	FT911-616		2061	0.47446585270011205%
359 	FT911-2036		2062	0.4742832502862097%
359 	FT911-2572		2063	0.47331202802930755%
359 	FT911-3887		2064	0.47325149134063504%
359 	FT911-1001		2065	0.4726782888922175%
359 	FT911-265		2066	0.47181142938863657%
359 	FT911-1535		2067	0.4717258798397813%
359 	FT911-2449		2068	0.4715051631210033%
359 	FT911-754		2069	0.47142557554993236%
359 	FT911-4050		2070	0.47135394591772867%
359 	FT911-3107		2071	0.4698936665552617%
359 	FT911-483		2072	0.4691402782019817%
359 	FT911-441		2073	0.46715092534424474%
359 	FT911-4259		2074	0.46685713704452714%
359 	FT911-1573		2075	0.466775674799892%
359 	FT911-3997		2076	0.4665375404019149%
359 	FT911-1740		2077	0.4654919925231975%
359 	FT911-1163		2078	0.4635102377792158%
359 	FT911-741		2079	0.46334900314148714%
359 	FT911-1148		2080	0.4630238679595068%
359 	FT911-3244		2081	0.46243237223175593%
359 	FT911-527		2082	0.4623194692717777%
359 	FT911-739		2083	0.4620903754615236%
359 	FT911-1858		2084	0.4614086918400621%
359 	FT911-1770		2085	0.4613114568073671%
359 	FT911-5344		2086	0.45926864339513856%
359 	FT911-4506		2087	0.4587030509916659%
359 	FT911-2275		2088	0.4584689026057215%
359 	FT911-4759		2089	0.45797768052866444%
359 	FT911-1295		2090	0.45654127160215846%
359 	FT911-3366		2091	0.45610906083222297%
359 	FT911-5173		2092	0.45609740218291855%
359 	FT911-4349		2093	0.45514038067169943%
359 	FT911-305		2094	0.45439758791530804%
359 	FT911-987		2095	0.45407511549279916%
359 	FT911-1069		2096	0.45382610228136927%
359 	FT911-4969		2097	0.4527910569957442%
359 	FT911-178		2098	0.45259304071150785%
359 	FT911-5107		2099	0.4519129764024922%
359 	FT911-5364		2100	0.45115978206865653%
359 	FT911-4468		2101	0.45057114191515085%
359 	FT911-3638		2102	0.4504756921121621%
359 	FT911-4570		2103	0.44999762323747255%
359 	FT911-188		2104	0.4475853949786062%
359 	FT911-4143		2105	0.44530108046255584%
359 	FT911-5082		2106	0.4452477048720177%
359 	FT911-1954		2107	0.4439671030861802%
359 	FT911-861		2108	0.4438021643440808%
359 	FT911-4731		2109	0.4427354994050275%
359 	FT911-2600		2110	0.44262378849393647%
359 	FT911-794		2111	0.44240362661831634%
359 	FT911-1175		2112	0.4415070182630659%
359 	FT911-4376		2113	0.4405867847654332%
359 	FT911-4776		2114	0.44055490148481025%
359 	FT911-5250		2115	0.440548145032909%
359 	FT911-4892		2116	0.43949175959645215%
359 	FT911-1386		2117	0.43846165750343224%
359 	FT911-4947		2118	0.43691374411553%
359 	FT911-2623		2119	0.4368990961767373%
359 	FT911-4556		2120	0.43666015731346197%
359 	FT911-3714		2121	0.43560582799470227%
359 	FT911-4543		2122	0.4354934584336783%
359 	FT911-5322		2123	0.43494433174801167%
359 	FT911-1520		2124	0.43474536878858094%
359 	FT911-466		2125	0.43331565223853313%
359 	FT911-3442		2126	0.4320189051950916%
359 	FT911-3831		2127	0.4317524591179029%
359 	FT911-1762		2128	0.4316806599387913%
359 	FT911-1622		2129	0.4316806599387913%
359 	FT911-3796		2130	0.43084516587850913%
359 	FT911-2427		2131	0.4304006908084977%
359 	FT911-1219		2132	0.43037472087599454%
359 	FT911-4014		2133	0.429568154172935%
359 	FT911-4797		2134	0.429514298092208%
359 	FT911-4475		2135	0.4290336845931647%
359 	FT911-213		2136	0.4288474147496048%
359 	FT911-4372		2137	0.42875406481644085%
359 	FT911-3313		2138	0.42854367537303967%
359 	FT911-280		2139	0.42814038612090116%
359 	FT911-4340		2140	0.4279476426275578%
359 	FT911-3595		2141	0.42754077863469064%
359 	FT911-841		2142	0.42749049544205775%
359 	FT911-3437		2143	0.42639214191627706%
359 	FT911-1478		2144	0.4263756320239532%
359 	FT911-1497		2145	0.42613968627691545%
359 	FT911-4833		2146	0.42549379239901763%
359 	FT911-1094		2147	0.4253777879828021%
359 	FT911-375		2148	0.42432701745713014%
359 	FT911-46		2149	0.42380872284775883%
359 	FT911-2445		2150	0.4232302428147909%
359 	FT911-5106		2151	0.42085836665015985%
359 	FT911-3441		2152	0.4205891472163372%
359 	FT911-3642		2153	0.4201916034999728%
359 	FT911-803		2154	0.4191210310810867%
359 	FT911-1765		2155	0.4186238628725804%
359 	FT911-1488		2156	0.4185743380981277%
359 	FT911-3236		2157	0.4178550173003053%
359 	FT911-889		2158	0.4175173293431766%
359 	FT911-2849		2159	0.41667490200520974%
359 	FT911-3791		2160	0.41625279374787666%
359 	FT911-4963		2161	0.4150677502094085%
359 	FT911-475		2162	0.4134420714254276%
359 	FT911-2065		2163	0.41307168408021416%
359 	FT911-5235		2164	0.41297113869095%
359 	FT911-3713		2165	0.4121709549307696%
359 	FT911-4587		2166	0.41213950212135975%
359 	FT911-822		2167	0.41213459782878487%
359 	FT911-1948		2168	0.4105961875783445%
359 	FT911-4204		2169	0.41049017244246744%
359 	FT911-4620		2170	0.40959038961425004%
359 	FT911-1181		2171	0.4092227248240663%
359 	FT911-263		2172	0.4087976225867552%
359 	FT911-4906		2173	0.4087413995089117%
359 	FT911-4916		2174	0.40644615041733545%
359 	FT911-1157		2175	0.40513667145257753%
359 	FT911-5218		2176	0.40359957592731543%
359 	FT911-684		2177	0.40139806038491666%
359 	FT911-163		2178	0.4010099056719769%
359 	FT911-3569		2179	0.4009206347070109%
359 	FT911-2743		2180	0.4006189278470404%
359 	FT911-1167		2181	0.40047344074320856%
359 	FT911-4964		2182	0.40033622780989986%
359 	FT911-3860		2183	0.3997525515912176%
359 	FT911-30		2184	0.399589834222579%
359 	FT911-2395		2185	0.3988463575343464%
359 	FT911-1498		2186	0.398187715406937%
359 	FT911-3598		2187	0.39802369518074704%
359 	FT911-5026		2188	0.3978011551068355%
359 	FT911-4171		2189	0.39729708600453734%
