QUERY 	 DOCUMENT 	 RANK 		 RELEVANCY 	
359 	FT911-1978		650	0.8674383032344244%
359 	FT911-3787		651	0.8616716988244533%
359 	FT911-5020		652	0.8615672703909036%
359 	FT911-36		653	0.8578159488089723%
359 	FT911-4177		654	0.8559709780087866%
359 	FT911-2017		655	0.8520826300699659%
359 	FT911-4102		656	0.8512341268162973%
359 	FT911-4921		657	0.8490807111656489%
359 	FT911-1531		658	0.8472013837132041%
359 	FT911-4076		659	0.8460671138505478%
359 	FT911-5052		660	0.836983730748949%
359 	FT911-2539		661	0.8356559258969829%
359 	FT911-2717		662	0.8351398704681441%
359 	FT911-2064		663	0.8240204356438621%
359 	FT911-1924		664	0.8232644832421103%
359 	FT911-3018		665	0.8226276276671449%
359 	FT911-2625		666	0.8206672919134582%
359 	FT911-2893		667	0.8203511358256823%
359 	FT911-2833		668	0.8165807135846526%
359 	FT911-2996		669	0.8155070276201505%
359 	FT911-5232		670	0.814475708158755%
359 	FT911-1248		671	0.8107340966053634%
359 	FT911-439		672	0.8054132188623888%
359 	FT911-1946		673	0.7912435359267049%
359 	FT911-4463		674	0.7895326063336788%
359 	FT911-548		675	0.7883489998399504%
359 	FT911-550		676	0.7871084389784313%
359 	FT911-3804		677	0.7841087622139084%
359 	FT911-640		678	0.7838314149512455%
359 	FT911-5338		679	0.7832779319500143%
359 	FT911-3726		680	0.7830881830666384%
359 	FT911-2069		681	0.7821110000466822%
359 	FT911-1408		682	0.7795254604634183%
359 	FT911-3585		683	0.7775746391390806%
359 	FT911-3711		684	0.7775396029745258%
359 	FT911-3570		685	0.7757993529461293%
359 	FT911-2922		686	0.7749462352102996%
359 	FT911-4720		687	0.7733168462464176%
359 	FT911-3362		688	0.7705222153049471%
359 	FT911-3567		689	0.7672210750937317%
359 	FT911-2368		690	0.7672191320217877%
359 	FT911-1314		691	0.7669662924413281%
359 	FT911-1245		692	0.7624917500967845%
359 	FT911-4863		693	0.7623497072672563%
359 	FT911-2650		694	0.7619049409360363%
359 	FT911-1241		695	0.757867444288442%
359 	FT911-4025		696	0.7573274498434992%
359 	FT911-4702		697	0.7529013514424945%
359 	FT911-1950		698	0.750599180234172%
359 	FT911-4625		699	0.7489949977878895%
359 	FT911-3654		700	0.7475327527411653%
359 	FT911-2548		701	0.7466406130563814%
359 	FT911-1226		702	0.7456632362120517%
359 	FT911-5359		703	0.7412019445398648%
359 	FT911-1042		704	0.7392845388998575%
359 	FT911-1191		705	0.738654612219373%
359 	FT911-3023		706	0.7383997171181614%
359 	FT911-5317		707	0.7366535633541873%
359 	FT911-2053		708	0.7362447234655954%
359 	FT911-3947		709	0.731779354116805%
359 	FT911-2027		710	0.7300724396708047%
359 	FT911-1592		711	0.7282723448902968%
359 	FT911-1715		712	0.7275183124483565%
359 	FT911-2995		713	0.7248710879893984%
359 	FT911-3491		714	0.7223417507356632%
359 	FT911-4553		715	0.7209246910802868%
359 	FT911-248		716	0.718154120552083%
359 	FT911-4216		717	0.7155647155435132%
359 	FT911-845		718	0.7067841728925808%
359 	FT911-1092		719	0.7048328373589067%
359 	FT911-1316		720	0.7043502516967792%
359 	FT911-3418		721	0.7042722530147915%
359 	FT911-5116		722	0.7031729809437395%
359 	FT911-21		723	0.6998789637796752%
359 	FT911-3693		724	0.6997183295871878%
359 	FT911-4798		725	0.6997074885039943%
359 	FT911-336		726	0.6993735070261609%
359 	FT911-5038		727	0.696665604020341%
359 	FT911-4005		728	0.6910622724641418%
359 	FT911-328		729	0.6875646138329661%
359 	FT911-4186		730	0.6872526240913962%
359 	FT911-4894		731	0.6849531634606264%
359 	FT911-949		732	0.6836654503113846%
359 	FT911-2556		733	0.6825397075370254%
359 	FT911-2674		734	0.682159229733841%
359 	FT911-3543		735	0.6810454810084069%
359 	FT911-4869		736	0.6785263871136952%
359 	FT911-5015		737	0.6776712267287127%
359 	FT911-4193		738	0.6759135179758501%
359 	FT911-3402		739	0.6742512041301952%
359 	FT911-1689		740	0.6719074174324076%
359 	FT911-3782		741	0.6664438237466761%
359 	FT911-912		742	0.6660338143242642%
359 	FT911-4009		743	0.6630086681232904%
359 	FT911-4890		744	0.6616959528248941%
359 	FT911-4970		745	0.6531949582188622%
359 	FT911-3795		746	0.6523987084042357%
359 	FT911-3154		747	0.6498890019347612%
359 	FT911-3535		748	0.6479859964838168%
359 	FT911-4981		749	0.6471302495529445%
359 	FT911-1581		750	0.6466465772211568%
359 	FT911-902		751	0.6462467000230079%
359 	FT911-2851		752	0.6446153013775984%
359 	FT911-1962		753	0.6431055417476201%
359 	FT911-3655		754	0.6403023704193487%
359 	FT911-2698		755	0.6274090948731889%
359 	FT911-4790		756	0.6249545235134859%
359 	FT911-3395		757	0.6233413607147356%
359 	FT911-1642		758	0.6230594174252021%
359 	FT911-4663		759	0.6219166265125375%
359 	FT911-5103		760	0.6173321717356005%
359 	FT911-5041		761	0.615498532849745%
359 	FT911-760		762	0.6116311605128407%
359 	FT911-842		763	0.6085487419544815%
359 	FT911-1109		764	0.6081293601169543%
359 	FT911-4103		765	0.6057026315407839%
359 	FT911-5185		766	0.6051454973883794%
359 	FT911-4384		767	0.6042384435578788%
359 	FT911-351		768	0.6023681111600615%
359 	FT911-2853		769	0.6007878630572777%
359 	FT911-1534		770	0.6006751662434926%
359 	FT911-380		771	0.5971005975949982%
359 	FT911-157		772	0.5903739962743779%
359 	FT911-4794		773	0.5875988349090892%
359 	FT911-3793		774	0.5859240176356804%
359 	FT911-3927		775	0.5838921826393153%
359 	FT911-2991		776	0.583468292294817%
359 	FT911-2624		777	0.5781537889526784%
359 	FT911-2823		778	0.5761981136933676%
359 	FT911-2543		779	0.5761340564872622%
359 	FT911-312		780	0.5716636642522149%
359 	FT911-3432		781	0.5713124167167364%
359 	FT911-4318		782	0.5676627925575805%
359 	FT911-4017		783	0.56559389017247%
359 	FT911-2987		784	0.5624534599820524%
359 	FT911-4487		785	0.5611294398381914%
359 	FT911-265		786	0.5559252697149104%
359 	FT911-1535		787	0.555824468519647%
359 	FT911-2692		788	0.5462285433404855%
359 	FT911-377		789	0.5432682940748305%
359 	FT911-5036		790	0.5406806881134943%
359 	FT911-2067		791	0.5402408922334129%
359 	FT911-1455		792	0.5382448086962967%
359 	FT911-1318		793	0.5354598582491426%
359 	FT911-3304		794	0.5332854822520735%
359 	FT911-5294		795	0.5326727569436822%
359 	FT911-241		796	0.5254853164571273%
359 	FT911-4059		797	0.5245793727769231%
359 	FT911-1954		798	0.5231168983073315%
359 	FT911-383		799	0.5222436503812247%
359 	FT911-3323		800	0.5147503230706402%
359 	FT911-414		801	0.5146005124346114%
359 	FT911-466		802	0.510566522634987%
359 	FT911-3156		803	0.5086187302561284%
359 	FT911-169		804	0.5085177295518677%
359 	FT911-1247		805	0.5052159102732474%
359 	FT911-3443		806	0.5050454720810597%
359 	FT911-3437		807	0.5024086991836527%
359 	FT911-3398		808	0.49336357081434457%
359 	FT911-3791		809	0.49046172309501634%
359 	FT911-755		810	0.48810476987027407%
359 	FT911-354		811	0.48702684407093316%
359 	FT911-4263		812	0.48645277758773453%
359 	FT911-1979		813	0.48301277481628035%
359 	FT911-3792		814	0.4814365569330317%
359 	FT911-540		815	0.4787120975765141%
359 	FT911-1304		816	0.4783100701462709%
359 	FT911-3008		817	0.4774971597752696%
359 	FT911-370		818	0.47591436061178405%
359 	FT911-3484		819	0.4707385744032535%
359 	FT911-374		820	0.4546313985752717%
359 	FT911-2951		821	0.4545275355599161%
359 	FT911-1501		822	0.4541920136506664%
359 	FT911-2962		823	0.4427112162759707%
359 	FT911-4134		824	0.43982724683027674%
359 	FT911-3897		825	0.43969680224661134%
359 	FT911-770		826	0.4382292136855375%
359 	FT911-3435		827	0.435488554155598%
359 	FT911-2809		828	0.4327987208310755%
359 	FT911-3786		829	0.427235085905237%
359 	FT911-1522		830	0.424913696675306%
359 	FT911-4797		831	0.4211391702829814%
359 	FT911-1617		832	0.4209076171100578%
359 	FT911-1780		833	0.4188562506143474%
359 	FT911-3450		834	0.41474981278040274%
359 	FT911-3006		835	0.41461995891257286%
359 	FT911-756		836	0.40800349091865%
359 	FT911-855		837	0.40492351605035515%
359 	FT911-1681		838	0.39516433883287244%
359 	FT911-3446		839	0.39424419509065095%
359 	FT911-311		840	0.3903819003985734%
359 	FT911-3918		841	0.38688926566221404%
359 	FT911-3408		842	0.3814656249555135%
359 	FT911-3459		843	0.3809745297259521%
359 	FT911-1078		844	0.37637835856827323%
359 	FT911-186		845	0.37623729215082863%
359 	FT911-4190		846	0.37483667067082266%
359 	FT911-5177		847	0.36578184475244324%
359 	FT911-3907		848	0.3639224804928465%
359 	FT911-1508		849	0.3596080116803588%
359 	FT911-4458		850	0.3526113676094884%
359 	FT911-2551		851	0.34921973379754495%
359 	FT911-1223		852	0.34583900774923626%
359 	FT911-4791		853	0.34456274153603894%
359 	FT911-4801		854	0.34288907966233845%
359 	FT911-1063		855	0.341499697136854%
359 	FT911-484		856	0.33446054261418834%
359 	FT911-5042		857	0.33224711613310504%
359 	FT911-2620		858	0.32723527524149926%
359 	FT911-478		859	0.32509163165376714%
359 	FT911-4067		860	0.3169450284625322%
359 	FT911-2118		861	0.3135050802404767%
359 	FT911-133		862	0.30991169697918497%
359 	FT911-498		863	0.3053733573346208%
359 	FT911-1595		864	0.3047944244443522%
359 	FT911-1006		865	0.30365182591724543%
359 	FT911-382		866	0.30286539219877573%
359 	FT911-1773		867	0.3027590459362024%
359 	FT911-1370		868	0.2600121690934263%
359 	FT911-5350		869	0.2580061575513644%
359 	FT911-4057		870	0.24583122870732588%
359 	FT911-188		871	0.2254781990288935%
359 	FT911-4753		872	0.2239245549600651%
359 	FT911-2661		873	0.08298723722309029%

**********************************************
354 	FT911-885		1	38.41285290740518%
354 	FT911-3514		2	31.065098603356816%
354 	FT911-2786		3	29.69079363246686%
354 	FT911-4783		4	24.50893262872171%
354 	FT911-1588		5	22.78620402901072%
354 	FT911-4804		6	22.779689791640948%
354 	FT911-1900		7	21.49985572778068%
354 	FT911-1702		8	19.627786393352185%
354 	FT911-1288		9	19.59052415095313%
354 	FT911-3494		10	19.315944868902605%
354 	FT911-115		11	15.972655947919687%
354 	FT911-2977		12	15.772660565175677%
354 	FT911-5245		13	13.931750534005849%
354 	FT911-2646		14	13.177335137433396%
354 	FT911-4344		15	11.87038742823145%
354 	FT911-1374		16	11.259096511913205%
354 	FT911-5207		17	10.53054464119885%
354 	FT911-1949		18	9.894804703351724%
354 	FT911-4603		19	9.685912115220379%
354 	FT911-4757		20	9.330499420872128%
354 	FT911-2618		21	8.86632867169817%
354 	FT911-4272		22	8.644591733907822%
354 	FT911-1085		23	8.353651731533505%
354 	FT911-195		24	8.19721527915969%
354 	FT911-5214		25	8.168296765319257%
354 	FT911-1668		26	8.147947110799098%
354 	FT911-2436		27	7.899520188634475%
354 	FT911-4571		28	7.85821546720186%
354 	FT911-477		29	7.715209178684884%
354 	FT911-3364		30	7.591697582324161%
354 	FT911-4125		31	7.265823240042833%
354 	FT911-4021		32	7.110010430550188%
354 	FT911-5054		33	7.022874841998002%
354 	FT911-2300		34	6.980794306819137%
354 	FT911-1869		35	6.77977120041742%
354 	FT911-1568		36	6.315723788860929%
354 	FT911-5046		37	6.304700111184452%
354 	FT911-2299		38	6.15835644478335%
354 	FT911-4740		39	5.9415924200721175%
354 	FT911-4277		40	5.921159524456389%
354 	FT911-1436		41	5.874848486875944%
354 	FT911-4312		42	5.787556819628212%
354 	FT911-2216		43	5.712469365327947%
354 	FT911-460		44	5.635672252702497%
354 	FT911-1312		45	5.5778116342420105%
354 	FT911-693		46	5.240518194625071%
354 	FT911-611		47	5.228098566898028%
354 	FT911-5093		48	5.1822449827125405%
354 	FT911-3537		49	5.110963825039074%
354 	FT911-4582		50	5.062108076569185%
354 	FT911-4649		51	4.965299192368399%
354 	FT911-1587		52	4.891103358018594%
354 	FT911-2163		53	4.880660393258288%
354 	FT911-318		54	4.86057676676723%
354 	FT911-2256		55	4.856726395885872%
354 	FT911-3661		56	4.79118013496068%
354 	FT911-3948		57	4.741725575570042%
354 	FT911-4065		58	4.682119488351903%
354 	FT911-1585		59	4.613946783119874%
354 	FT911-2644		60	4.611774360227491%
354 	FT911-3894		61	4.541162814613309%
354 	FT911-3104		62	4.53728577211488%
354 	FT911-2812		63	4.517916799314945%
354 	FT911-989		64	4.465644300195117%
354 	FT911-1475		65	4.42705034142633%
354 	FT911-5101		66	4.393525839852939%
354 	FT911-1899		67	4.355030724470561%
354 	FT911-2116		68	4.311294563082417%
354 	FT911-1297		69	4.267232337875704%
354 	FT911-2689		70	4.239120423789396%
354 	FT911-4592		71	4.135040666522604%
354 	FT911-198		72	4.115695244348398%
354 	FT911-2845		73	4.10631199658765%
354 	FT911-1316		74	4.066488175250678%
354 	FT911-1523		75	4.064773707639224%
354 	FT911-4878		76	3.9367430230858953%
354 	FT911-1793		77	3.9362897277075204%
354 	FT911-1710		78	3.9274872474512756%
354 	FT911-2994		79	3.9078688571405826%
354 	FT911-2370		80	3.907643685588286%
354 	FT911-3516		81	3.8195114949813114%
354 	FT911-2753		82	3.8141514928308458%
354 	FT911-3627		83	3.7945920087530185%
354 	FT911-1958		84	3.7661388377671323%
354 	FT911-743		85	3.7655604562466674%
354 	FT911-503		86	3.674419806607481%
354 	FT911-3407		87	3.665879127993167%
354 	FT911-3896		88	3.6657044939954155%
354 	FT911-501		89	3.657425850155786%
354 	FT911-2716		90	3.653101038170375%
354 	FT911-4909		91	3.639056239107364%
354 	FT911-1528		92	3.6197959889590536%
354 	FT911-3249		93	3.616283621382479%
354 	FT911-2848		94	3.558213768311167%
354 	FT911-5331		95	3.539060887187596%
354 	FT911-3144		96	3.5203480047828646%
354 	FT911-4561		97	3.5155749092685595%
354 	FT911-2510		98	3.5067422078530863%
354 	FT911-710		99	3.4616277373651845%
354 	FT911-3658		100	3.4366931295037872%
354 	FT911-2114		101	3.4313147579076038%
354 	FT911-1967		102	3.3717850549290955%
354 	FT911-310		103	3.295488223882828%
354 	FT911-1195		104	3.281031956381882%
354 	FT911-1999		105	3.2614565879197213%
354 	FT911-418		106	3.2600314130922436%
354 	FT911-4076		107	3.2564498563543793%
354 	FT911-4653		108	3.2504658575735044%
354 	FT911-2971		109	3.2062242720433414%
354 	FT911-1513		110	3.204102245999649%
354 	FT911-3852		111	3.1760214100072237%
354 	FT911-3018		112	3.166233004564008%
354 	FT911-3641		113	3.1605972319599616%
354 	FT911-862		114	3.1543965072259623%
354 	FT911-1621		115	3.136080152277635%
354 	FT911-42		116	3.1312817971438394%
354 	FT911-1423		117	3.118915621865806%
354 	FT911-2622		118	3.097546302669159%
354 	FT911-2856		119	3.076548963460932%
354 	FT911-615		120	3.065271204941711%
354 	FT911-3013		121	3.0285912497564205%
354 	FT911-5190		122	2.9857828139466545%
354 	FT911-2014		123	2.9756459067421064%
354 	FT911-471		124	2.9285976787632846%
354 	FT911-764		125	2.928172560211962%
354 	FT911-4623		126	2.917188692274355%
354 	FT911-5178		127	2.914218094811718%
354 	FT911-3619		128	2.912851014842414%
354 	FT911-1253		129	2.8959903296474585%
354 	FT911-2648		130	2.8866145225878967%
354 	FT911-2970		131	2.8783105240858764%
354 	FT911-1296		132	2.8746301672906753%
354 	FT911-251		133	2.851229014141052%
354 	FT911-391		134	2.849746720652232%
354 	FT911-2031		135	2.827985685724763%
354 	FT911-1956		136	2.8246064659796346%
354 	FT911-1696		137	2.8126880896800173%
354 	FT911-1715		138	2.8001642721763114%
354 	FT911-526		139	2.80000709419106%
354 	FT911-872		140	2.7900124090480323%
354 	FT911-4755		141	2.784846701944282%
354 	FT911-3255		142	2.781077577994744%
354 	FT911-1022		143	2.7599561930500704%
354 	FT911-2486		144	2.740992066761918%
354 	FT911-354		145	2.7356146488675055%
354 	FT911-2989		146	2.7327179275251607%
354 	FT911-1884		147	2.7172874145637333%
354 	FT911-4726		148	2.7155941851629053%
354 	FT911-1544		149	2.6973115780870036%
354 	FT911-336		150	2.6918369940279954%
354 	FT911-540		151	2.6889109761877314%
354 	FT911-357		152	2.6840069784536995%
354 	FT911-221		153	2.670962704221568%
354 	FT911-1197		154	2.654773137863624%
354 	FT911-5045		155	2.654309663623144%
354 	FT911-2983		156	2.6482094043468103%
354 	FT911-2270		157	2.6349539518070775%
354 	FT911-3371		158	2.6324776518438604%
354 	FT911-2980		159	2.6280686162830755%
354 	FT911-1308		160	2.612565158090952%
354 	FT911-2458		161	2.5986049830246967%
354 	FT911-5111		162	2.5905001491063877%
354 	FT911-3802		163	2.5881506375432437%
354 	FT911-1792		164	2.581356271601257%
354 	FT911-1619		165	2.5352190120139766%
354 	FT911-5323		166	2.535148194711955%
354 	FT911-5302		167	2.5302274020922453%
354 	FT911-3273		168	2.5208766053887928%
354 	FT911-591		169	2.512903148126934%
354 	FT911-1575		170	2.4972650142959774%
354 	FT911-3535		171	2.4940502598734935%
354 	FT911-4448		172	2.479931262207308%
354 	FT911-3461		173	2.4757098989545137%
354 	FT911-2152		174	2.474787219297768%
354 	FT911-4200		175	2.468575231178649%
354 	FT911-4991		176	2.455943828933196%
354 	FT911-4240		177	2.4526857928272903%
354 	FT911-220		178	2.4415401351959654%
354 	FT911-2219		179	2.4371311305232215%
354 	FT911-1283		180	2.428964562814783%
354 	FT911-2118		181	2.413315815737536%
354 	FT911-2712		182	2.410111370842162%
354 	FT911-1199		183	2.3910661701848914%
354 	FT911-3010		184	2.3908346978766826%
354 	FT911-1474		185	2.3716594345942035%
354 	FT911-1556		186	2.3544307479572386%
354 	FT911-3436		187	2.3354756942035158%
354 	FT911-1541		188	2.328728142486559%
354 	FT911-3015		189	2.315810829000116%
354 	FT911-1406		190	2.303118287990407%
354 	FT911-863		191	2.296927756846589%
354 	FT911-660		192	2.284010490061596%
354 	FT911-4680		193	2.247310672432057%
354 	FT911-823		194	2.2312750609994016%
354 	FT911-1154		195	2.2234280131978084%
354 	FT911-1990		196	2.2187658545307283%
354 	FT911-3578		197	2.2089657101010496%
354 	FT911-2107		198	2.2002105228505275%
354 	FT911-2997		199	2.195581318542711%
354 	FT911-3806		200	2.189307328541969%
354 	FT911-1281		201	2.1656996419140073%
354 	FT911-4859		202	2.1595838020950286%
354 	FT911-4650		203	2.150562950233622%
354 	FT911-3663		204	2.148608081395578%
354 	FT911-661		205	2.133394526523717%
354 	FT911-4045		206	2.1298092696707163%
354 	FT911-4235		207	2.1201512873704402%
354 	FT911-3576		208	2.115671468390569%
354 	FT911-628		209	2.1129358863122043%
354 	FT911-4655		210	2.1048608894311385%
354 	FT911-1369		211	2.099782006847911%
354 	FT911-3887		212	2.094649453513032%
354 	FT911-4488		213	2.080900376944118%
354 	FT911-2032		214	2.0690695524277247%
354 	FT911-1865		215	2.0380091969659904%
354 	FT911-4506		216	2.0302568775063334%
354 	FT911-2535		217	2.0162348852085796%
354 	FT911-1432		218	2.0067330390650873%
354 	FT911-1653		219	1.999581974946664%
354 	FT911-1303		220	1.997418328480081%
354 	FT911-47		221	1.9957079899022936%
354 	FT911-1210		222	1.9949903128278448%
354 	FT911-379		223	1.9711398844551764%
354 	FT911-4143		224	1.9709386698335503%
354 	FT911-4643		225	1.9674024767641396%
354 	FT911-4754		226	1.9624980524795073%
354 	FT911-2600		227	1.9590887586096533%
354 	FT911-262		228	1.958775043947822%
354 	FT911-4776		229	1.9499316970423037%
354 	FT911-4043		230	1.9448784186885153%
354 	FT911-1386		231	1.94066682954185%
354 	FT911-4087		232	1.9388965698222744%
354 	FT911-3714		233	1.928026696696538%
354 	FT911-1520		234	1.924218234517652%
354 	FT911-678		235	1.913364189335155%
354 	FT911-213		236	1.8981134119642367%
354 	FT911-433		237	1.891199874607124%
354 	FT911-608		238	1.8892762042731117%
354 	FT911-2161		239	1.886808336896126%
354 	FT911-4833		240	1.8832700076591669%
354 	FT911-3004		241	1.8724927993916907%
354 	FT911-627		242	1.8617402637737293%
354 	FT911-1765		243	1.852863142828249%
354 	FT911-2620		244	1.8380703722492457%
354 	FT911-4906		245	1.8091225590945745%
354 	FT911-4907		246	1.8059525978890192%
354 	FT911-1726		247	1.7985566870830143%
354 	FT911-3860		248	1.769337189744397%
354 	FT911-810		249	1.769030698570069%
354 	FT911-5336		250	1.7555331237349405%
354 	FT911-4026		251	1.7470107690153729%
354 	FT911-4290		252	1.7432875633613578%
354 	FT911-125		253	1.7425044711776947%
354 	FT911-392		254	1.7381517844864807%
354 	FT911-438		255	1.736606949275419%
354 	FT911-3660		256	1.7287902550773004%
354 	FT911-697		257	1.7277313109456214%
354 	FT911-1440		258	1.7265625868496928%
354 	FT911-4968		259	1.7174747195209266%
354 	FT911-4579		260	1.699347085813378%
354 	FT911-4315		261	1.6967675196011525%
354 	FT911-4419		262	1.6818188103531382%
354 	FT911-3251		263	1.6739320791934926%
354 	FT911-1013		264	1.6703690983354644%
354 	FT911-1445		265	1.6686527207780693%
354 	FT911-3756		266	1.6649079756403715%
354 	FT911-2174		267	1.6428118094520618%
354 	FT911-2384		268	1.640718008410597%
354 	FT911-3580		269	1.6158821064520248%
354 	FT911-2999		270	1.5933756139430555%
354 	FT911-4830		271	1.5785790417149594%
354 	FT911-252		272	1.5602558353115854%
354 	FT911-2754		273	1.5555603491338972%
354 	FT911-3266		274	1.554147118141153%
354 	FT911-1532		275	1.5428578994954014%
354 	FT911-4814		276	1.5423401660199485%
354 	FT911-2110		277	1.541216375725014%
354 	FT911-4213		278	1.53479922273623%
354 	FT911-5179		279	1.5204503958577165%
354 	FT911-520		280	1.5187955443312515%
354 	FT911-4675		281	1.5157182443321453%
354 	FT911-1408		282	1.5001679726078367%
354 	FT911-779		283	1.4895672422384565%
354 	FT911-892		284	1.4877921551981863%
354 	FT911-4842		285	1.4762460839576694%
354 	FT911-2568		286	1.4762350084053286%
354 	FT911-1148		287	1.47043641898101%
354 	FT911-5329		288	1.4683122868047314%
354 	FT911-4025		289	1.4574487206057094%
354 	FT911-594		290	1.4532236340612854%
354 	FT911-2521		291	1.4528142534062605%
354 	FT911-1950		292	1.444500414115524%
354 	FT911-1226		293	1.435001372054514%
354 	FT911-4420		294	1.423461317521399%
354 	FT911-3023		295	1.4210229976899338%
354 	FT911-3221		296	1.4189360416994854%
354 	FT911-2053		297	1.416875791956806%
354 	FT911-3939		298	1.4113472335162593%
354 	FT911-4612		299	1.4047592920977203%
354 	FT911-1592		300	1.4015332436876864%
354 	FT911-2995		301	1.3949876503387457%
354 	FT911-753		302	1.3729175863822491%
354 	FT911-273		303	1.3718964539047844%
354 	FT911-199		304	1.3625988715178199%
354 	FT911-679		305	1.3608368288095616%
354 	FT911-2209		306	1.3530062789661113%
354 	FT911-4000		307	1.3506655552352582%
354 	FT911-4629		308	1.346012517352181%
354 	FT911-4288		309	1.3443491233397409%
354 	FT911-393		310	1.3438818707276545%
354 	FT911-3287		311	1.328480245321689%
354 	FT911-328		312	1.3231927179870422%
354 	FT911-4131		313	1.3220149337905642%
354 	FT911-2688		314	1.3193873816149124%
354 	FT911-1892		315	1.317575822536674%
354 	FT911-3404		316	1.313585481190124%
354 	FT911-865		317	1.3110012995959086%
354 	FT911-890		318	1.308579593731512%
354 	FT911-4219		319	1.3068819950491048%
354 	FT911-4204		320	1.3036038549226279%
354 	FT911-2835		321	1.2896645371215825%
354 	FT911-4024		322	1.2831158696189409%
354 	FT911-1254		323	1.2706297524683872%
354 	FT911-5120		324	1.2699610920730902%
354 	FT911-4787		325	1.2642110281394348%
354 	FT911-2694		326	1.2626660453005916%
354 	FT911-1951		327	1.2547064762380482%
354 	FT911-2691		328	1.251309109861309%
354 	FT911-3699		329	1.248191725488962%
354 	FT911-902		330	1.2436779181037623%
354 	FT911-4889		331	1.237218287078065%
354 	FT911-4574		332	1.2338760517515526%
354 	FT911-3009		333	1.225188181010479%
354 	FT911-1437		334	1.2218192087380013%
354 	FT911-4647		335	1.2179577011612157%
354 	FT911-513		336	1.2119865786858985%
354 	FT911-4207		337	1.2087130632750207%
354 	FT911-2698		338	1.2074256423800276%
354 	FT911-1993		339	1.2016948913664331%
354 	FT911-1953		340	1.1977595322547583%
354 	FT911-1319		341	1.1909827593989049%
354 	FT911-35		342	1.1901994366974216%
354 	FT911-1633		343	1.189950351583036%
354 	FT911-2195		344	1.1803699542937256%
354 	FT911-2469		345	1.1774311706601348%
354 	FT911-1595		346	1.1731312368143334%
354 	FT911-4499		347	1.172147274546105%
354 	FT911-3951		348	1.1701402175410374%
354 	FT911-4103		349	1.1656523549873339%
354 	FT911-4651		350	1.1641229338872212%
354 	FT911-1534		351	1.1559771836107506%
354 	FT911-1259		352	1.1526683796711887%
354 	FT911-380		353	1.1490980582013361%
354 	FT911-2986		354	1.1354806601906025%
354 	FT911-3007		355	1.1346457905548373%
354 	FT911-376		356	1.1151854808929789%
354 	FT911-1982		357	1.1096687951614048%
354 	FT911-3724		358	1.0954376687607712%
354 	FT911-3396		359	1.086703007169819%
354 	FT911-2987		360	1.0824209208586018%
354 	FT911-1879		361	1.0731492366883884%
354 	FT911-802		362	1.0630672615241346%
354 	FT911-4116		363	1.0611451068888664%
354 	FT911-5036		364	1.04052002513585%
354 	FT911-2700		365	1.0359573469149677%
354 	FT911-3304		366	1.0262882244483522%
354 	FT911-137		367	1.0245543441920741%
354 	FT911-601		368	1.0179487922045398%
354 	FT911-4904		369	1.01600406737866%
354 	FT911-2587		370	1.009030781843572%
354 	FT911-2457		371	1.0029501172044348%
354 	FT911-4901		372	0.9991521207054618%
354 	FT911-936		373	0.985791616826254%
354 	FT911-2450		374	0.9725953428054364%
354 	FT911-1885		375	0.963510344092664%
354 	FT911-1407		376	0.9604863302757977%
354 	FT911-1971		377	0.9539671066082019%
354 	FT911-5182		378	0.9519204929900771%
354 	FT911-4792		379	0.9504022031875596%
354 	FT911-3300		380	0.9421177308375482%
354 	FT911-131		381	0.9418995673292698%
354 	FT911-690		382	0.9320189385950731%
354 	FT911-1979		383	0.9295402547968848%
354 	FT911-3983		384	0.9193955631222016%
354 	FT911-3008		385	0.9189256572584807%
354 	FT911-4967		386	0.9088049191711313%
354 	FT911-467		387	0.906375383717265%
354 	FT911-3484		388	0.9059190092021019%
354 	FT911-3417		389	0.901001530574889%
354 	FT911-2657		390	0.8940398368296602%
354 	FT911-272		391	0.8887426132725563%
354 	FT911-4640		392	0.8861215227356058%
354 	FT911-141		393	0.8786788111482497%
354 	FT911-1295		394	0.871815469006125%
354 	FT911-1367		395	0.8585694836922685%
354 	FT911-4972		396	0.856967687310125%
354 	FT911-3448		397	0.8557248535623156%
354 	FT911-2561		398	0.8522556846738373%
354 	FT911-2962		399	0.8519813931114565%
354 	FT911-4018		400	0.82315722513318%
354 	FT911-4014		401	0.8214691797492896%
354 	FT911-1617		402	0.8100211713929297%
354 	FT911-154		403	0.8090714342011338%
354 	FT911-1780		404	0.8060733922977916%
354 	FT911-487		405	0.7983195905994623%
354 	FT911-3450		406	0.7981707042748414%
354 	FT911-3006		407	0.7979208052997372%
354 	FT911-2082		408	0.7923834776565519%
354 	FT911-2723		409	0.7855930221323834%
354 	FT911-756		410	0.7851876568912589%
354 	FT911-5232		411	0.783714217057437%
354 	FT911-4376		412	0.7817937304867635%
354 	FT911-855		413	0.7792603589539907%
354 	FT911-4479		414	0.7784890834750449%
354 	FT911-138		415	0.7752929257453515%
354 	FT911-2427		416	0.7637191429842787%
354 	FT911-1681		417	0.7604791826573652%
354 	FT911-3446		418	0.7587083999924148%
354 	FT911-2992		419	0.756165625201815%
354 	FT911-3918		420	0.7445541098133965%
354 	FT911-2650		421	0.7331289666179835%
354 	FT911-186		422	0.7240547800065835%
354 	FT911-1981		423	0.7167374954052201%
354 	FT911-3412		424	0.7130719241517387%
354 	FT911-821		425	0.7116649497155868%
