QUERY 	 DOCUMENT 	 RANK 		 RELEVANCY 	
359 	FT911-805		1647	0.6799550559873008%
359 	FT911-3624		1648	0.6792927609785565%
359 	FT911-4845		1649	0.6779337940744156%
359 	FT911-1769		1650	0.6776862185752397%
359 	FT911-2305		1651	0.6776440503232192%
359 	FT911-324		1652	0.677290640914699%
359 	FT911-5217		1653	0.6772554753359546%
359 	FT911-605		1654	0.6772386050800048%
359 	FT911-4186		1655	0.6768505170157394%
359 	FT911-4821		1656	0.6768288941657414%
359 	FT911-4991		1657	0.6765788367596597%
359 	FT911-1484		1658	0.6761164779726787%
359 	FT911-2853		1659	0.6756344360932712%
359 	FT911-1491		1660	0.6741788221357512%
359 	FT911-5042		1661	0.6739804193386153%
359 	FT911-1208		1662	0.6720845998008993%
359 	FT911-5255		1663	0.6717629481138624%
359 	FT911-199		1664	0.6709667047915977%
359 	FT911-4918		1665	0.6693400970285601%
359 	FT911-3142		1666	0.6692933530137491%
359 	FT911-1283		1667	0.6691464190178606%
359 	FT911-125		1668	0.6690373601564295%
359 	FT911-3787		1669	0.6687664460029439%
359 	FT911-5020		1670	0.6686853963033171%
359 	FT911-5241		1671	0.667327503122123%
359 	FT911-3644		1672	0.6655004021001174%
359 	FT911-3693		1673	0.6649799175436152%
359 	FT911-4177		1674	0.6643419641443084%
359 	FT911-4995		1675	0.6638393315326816%
359 	FT911-501		1676	0.6620493158954394%
359 	FT911-111		1677	0.6610275274104983%
359 	FT911-5301		1678	0.6608703498894577%
359 	FT911-4522		1679	0.6580001069496767%
359 	FT911-1531		1680	0.6575356475182135%
359 	FT911-5357		1681	0.6565736894178634%
359 	FT911-170		1682	0.656102959094891%
359 	FT911-161		1683	0.656049785916267%
359 	FT911-136		1684	0.6559156403816411%
359 	FT911-5167		1685	0.6547668584098384%
359 	FT911-3610		1686	0.6541492398622536%
359 	FT911-1338		1687	0.6537449094288225%
359 	FT911-418		1688	0.6533916184782051%
359 	FT911-3589		1689	0.6532613460856554%
359 	FT911-4009		1690	0.6529735123215572%
359 	FT911-4315		1691	0.6514765849328853%
359 	FT911-836		1692	0.6498684383132041%
359 	FT911-5052		1693	0.6496054538392071%
359 	FT911-3091		1694	0.6495147852790433%
359 	FT911-2539		1695	0.6485749089889512%
359 	FT911-377		1696	0.6484459556780925%
359 	FT911-5147		1697	0.6476024689911963%
359 	FT911-114		1698	0.6472637372552883%
359 	FT911-5205		1699	0.646041239315006%
359 	FT911-3487		1700	0.6456388184859291%
359 	FT911-1674		1701	0.6454773523388325%
359 	FT911-3916		1702	0.6450045432106548%
359 	FT911-2792		1703	0.6419952609487534%
359 	FT911-2337		1704	0.6410320305969706%
359 	FT911-4150		1705	0.640202508673511%
359 	FT911-2064		1706	0.6395442938780018%
359 	FT911-3756		1707	0.6392440624114925%
359 	FT911-1924		1708	0.6389575790053228%
359 	FT911-3015		1709	0.6379741174784583%
359 	FT911-546		1710	0.6376728642933056%
359 	FT911-225		1711	0.6371872370156062%
359 	FT911-977		1712	0.6364485052767951%
359 	FT911-2833		1713	0.6337701266544813%
359 	FT911-1862		1714	0.6330873453189123%
359 	FT911-267		1715	0.6328571864632859%
359 	FT911-863		1716	0.6327720901187238%
359 	FT911-1955		1717	0.6318965650807647%
359 	FT911-4304		1718	0.6313870348339418%
359 	FT911-2370		1719	0.631253408111573%
359 	FT911-3223		1720	0.6292476781486869%
359 	FT911-1248		1721	0.6292324108820894%
359 	FT911-660		1722	0.6292135603052382%
359 	FT911-3911		1723	0.6290587232432213%
359 	FT911-4237		1724	0.6290521663353467%
359 	FT911-1745		1725	0.6284646784840167%
359 	FT911-5312		1726	0.6269939257601281%
359 	FT911-1206		1727	0.6264307073058873%
359 	FT911-549		1728	0.6258890741462878%
359 	FT911-3703		1729	0.6258650867334008%
359 	FT911-4042		1730	0.6257824657755077%
359 	FT911-439		1731	0.6251027353889288%
359 	FT911-4725		1732	0.6246617217095329%
359 	FT911-1475		1733	0.6244194493392162%
359 	FT911-3008		1734	0.6237497273652501%
359 	FT911-2128		1735	0.6236785057947145%
359 	FT911-3892		1736	0.6215652632761394%
359 	FT911-4167		1737	0.6177987033870666%
359 	FT911-3448		1738	0.6161088615126801%
359 	FT911-2770		1739	0.6159259294417598%
359 	FT911-5146		1740	0.6152873454641588%
359 	FT911-823		1741	0.6146856729689796%
359 	FT911-3886		1742	0.6129056218025604%
359 	FT911-1650		1743	0.6120748437211536%
359 	FT911-550		1744	0.6108959062629853%
359 	FT911-5340		1745	0.6106244714665647%
359 	FT911-4455		1746	0.6090985888182083%
359 	FT911-1084		1747	0.6090742403038066%
359 	FT911-5338		1748	0.6079229473329444%
359 	FT911-17		1749	0.6075043052655917%
359 	FT911-1044		1750	0.6074908833831999%
359 	FT911-4712		1751	0.6073405655304113%
359 	FT911-2069		1752	0.6070172602797621%
359 	FT911-5182		1753	0.6069610481657363%
359 	FT911-3987		1754	0.6065988846842132%
359 	FT911-3287		1755	0.6065200873577241%
359 	FT911-4436		1756	0.60651819029739%
359 	FT911-3838		1757	0.6064713866461029%
359 	FT911-2107		1758	0.6061278188203482%
359 	FT911-1721		1759	0.6041753266428479%
359 	FT911-4071		1760	0.6039331759867341%
359 	FT911-3009		1761	0.6033033592978885%
359 	FT911-524		1762	0.6029699749263034%
359 	FT911-2236		1763	0.6027250122641978%
359 	FT911-1651		1764	0.6026406163213925%
359 	FT911-3570		1765	0.6021186221956518%
359 	FT911-131		1766	0.6014221403072251%
359 	FT911-4454		1767	0.6004512947505227%
359 	FT911-5294		1768	0.5990335023222357%
359 	FT911-1725		1769	0.5990154075145493%
359 	FT911-307		1770	0.5989843116462845%
359 	FT911-3175		1771	0.5989804753631389%
359 	FT911-723		1772	0.5988999636537923%
359 	FT911-3506		1773	0.5983981382788338%
359 	FT911-4937		1774	0.5977266171081709%
359 	FT911-826		1775	0.5974619935664265%
359 	FT911-1281		1776	0.5966205445071061%
359 	FT911-1193		1777	0.5963384849991811%
359 	FT911-3567		1778	0.5954607913767909%
359 	FT911-1314		1779	0.5952630477475366%
359 	FT911-4859		1780	0.5949357145277779%
359 	FT911-2651		1781	0.5948099771410945%
359 	FT911-3946		1782	0.5946805671025185%
359 	FT911-4714		1783	0.5944734108153965%
359 	FT911-2262		1784	0.594465780028867%
359 	FT911-519		1785	0.5940593666405429%
359 	FT911-316		1786	0.5924539539125513%
359 	FT911-1805		1787	0.5923016614348553%
359 	FT911-2718		1788	0.5918521513935442%
359 	FT911-1245		1789	0.5917902357875611%
359 	FT911-3874		1790	0.590746643188541%
359 	FT911-179		1791	0.5904932501513516%
359 	FT911-468		1792	0.5903869307973783%
359 	FT911-3159		1793	0.5903821219077336%
359 	FT911-4294		1794	0.5900468277504685%
359 	FT911-3964		1795	0.5893671042313877%
359 	FT911-3354		1796	0.5884787748022892%
359 	FT911-745		1797	0.5882771798943272%
359 	FT911-1241		1798	0.5882011883987525%
359 	FT911-4008		1799	0.5880018879481326%
359 	FT911-661		1800	0.5877209283454276%
359 	FT911-3602		1801	0.5872449801446928%
359 	FT911-4045		1802	0.5867332392612917%
359 	FT911-3918		1803	0.5861478376416916%
359 	FT911-4702		1804	0.584346870950894%
359 	FT911-4235		1805	0.5840725976158334%
359 	FT911-1215		1806	0.5839892956767566%
359 	FT911-3671		1807	0.5837275425680656%
359 	FT911-4164		1808	0.5836601012434426%
359 	FT911-4311		1809	0.5821331401499442%
359 	FT911-5332		1810	0.5816462818354154%
359 	FT911-354		1811	0.5813160657245375%
359 	FT911-1562		1812	0.5806771672594069%
359 	FT911-4341		1813	0.5805344678846958%
359 	FT911-1254		1814	0.5801083389688154%
359 	FT911-616		1815	0.5785278928924388%
359 	FT911-2962		1816	0.5783091999618151%
359 	FT911-2572		1817	0.5771210060706178%
359 	FT911-3887		1818	0.5770471921960448%
359 	FT911-486		1819	0.5757036743744307%
359 	FT911-5359		1820	0.5752666484191709%
359 	FT911-4050		1821	0.5747334683549413%
359 	FT911-4384		1822	0.5742402526611727%
359 	FT911-1356		1823	0.5737791526910874%
359 	FT911-1191		1824	0.5732895956912145%
359 	FT911-3107		1825	0.5729529137843761%
359 	FT911-5254		1826	0.5726486138795703%
359 	FT911-441		1827	0.569608621914837%
359 	FT911-4259		1828	0.5692503986095668%
359 	FT911-3997		1829	0.5688607065565482%
359 	FT911-2687		1830	0.5686212427220119%
359 	FT911-1354		1831	0.5678905545836553%
359 	FT911-4406		1832	0.5676649535321376%
359 	FT911-1740		1833	0.5675858442924879%
359 	FT911-2027		1834	0.5666287420945137%
359 	FT911-1163		1835	0.5651694419534349%
359 	FT911-268		1836	0.5648788723126673%
359 	FT911-1148		1837	0.5645763992605595%
359 	FT911-3244		1838	0.5638551739603969%
359 	FT911-527		1839	0.563717508602256%
359 	FT911-1404		1840	0.5636791411931791%
359 	FT911-2267		1841	0.5624356525384429%
359 	FT911-3411		1842	0.561991456183047%
359 	FT911-325		1843	0.5608736785860289%
359 	FT911-5344		1844	0.5599975615166027%
359 	FT911-4506		1845	0.5593079207773274%
359 	FT911-4759		1846	0.5584234587172265%
359 	FT911-1295		1847	0.5566720099567851%
359 	FT911-5173		1848	0.5561307890483238%
359 	FT911-4216		1849	0.55536890947214%
359 	FT911-4349		1850	0.5549638691631781%
359 	FT911-305		1851	0.5540581636719075%
359 	FT911-987		1852	0.5536649651096752%
359 	FT911-513		1853	0.5533346906509391%
359 	FT911-4969		1854	0.5520992809778789%
359 	FT911-178		1855	0.5518578348484562%
359 	FT911-4477		1856	0.5511952151618851%
359 	FT911-5364		1857	0.5501102273064172%
359 	FT911-1464		1858	0.549121252215128%
359 	FT911-1934		1859	0.5480111855730375%
359 	FT911-484		1860	0.5456883183827843%
359 	FT911-4143		1861	0.5429665682296381%
359 	FT911-5082		1862	0.5429014860582865%
359 	FT911-2951		1863	0.5425248360574502%
359 	FT911-4731		1864	0.5398382920959396%
359 	FT911-2600		1865	0.5397020802323486%
359 	FT911-794		1866	0.5394336314382511%
359 	FT911-1175		1867	0.5383403748012121%
359 	FT911-4376		1868	0.5372183114465474%
359 	FT911-4776		1869	0.537179435377696%
359 	FT911-1398		1870	0.5361688387056869%
359 	FT911-5248		1871	0.5358849318529747%
359 	FT911-4892		1872	0.5358831203046146%
359 	FT911-3444		1873	0.5354313358947802%
359 	FT911-3963		1874	0.5350158111909086%
359 	FT911-1386		1875	0.5346270914672442%
359 	FT911-5029		1876	0.5343987992068637%
359 	FT911-4947		1877	0.5327396825724062%
359 	FT911-2623		1878	0.532721821980086%
359 	FT911-2793		1879	0.5321015780195752%
359 	FT911-2243		1880	0.5319347253784192%
359 	FT911-3714		1881	0.5311449082527024%
359 	FT911-4543		1882	0.5310078932810359%
359 	FT911-5322		1883	0.5303383295967752%
359 	FT911-2517		1884	0.5302785921998341%
359 	FT911-1520		1885	0.5300957291629864%
359 	FT911-2556		1886	0.529737317690898%
359 	FT911-2674		1887	0.5294420186941157%
359 	FT911-3442		1888	0.5267712849931625%
359 	FT911-4869		1889	0.5266224723967527%
359 	FT911-3831		1890	0.5264464007328343%
359 	FT911-4239		1891	0.5248988975748582%
359 	FT911-2427		1892	0.5247981563602024%
359 	FT911-1219		1893	0.5247664905822669%
359 	FT911-4193		1894	0.5245945547924361%
359 	FT911-213		1895	0.5229042086286267%
359 	FT911-4372		1896	0.5227903847573666%
359 	FT911-3313		1897	0.5225338517304164%
359 	FT911-4172		1898	0.5224391834653965%
359 	FT911-280		1899	0.5220421112185586%
359 	FT911-4340		1900	0.5218070943328583%
359 	FT911-3595		1901	0.5213109950516399%
359 	FT911-24		1902	0.5203847679720084%
359 	FT911-2161		1903	0.5197898155187544%
359 	FT911-1497		1904	0.5196026086527482%
359 	FT911-4833		1905	0.5188150543491332%
359 	FT911-1094		1906	0.5186736073090618%
359 	FT911-375		1907	0.5173923769430174%
359 	FT911-3782		1908	0.5172448718876603%
359 	FT911-912		1909	0.5169266526115389%
359 	FT911-46		1910	0.516760407568297%
359 	FT911-1681		1911	0.5161991931585085%
359 	FT911-2261		1912	0.5132103634961565%
359 	FT911-3441		1913	0.5128346997529626%
359 	FT911-3642		1914	0.5123499649142969%
359 	FT911-803		1915	0.5110445896124447%
359 	FT911-1765		1916	0.5104383801783129%
359 	FT911-1223		1917	0.5100338933284693%
359 	FT911-889		1918	0.509089156609245%
359 	FT911-1264		1919	0.5077840527226432%
359 	FT911-5109		1920	0.5069171488020461%
359 	FT911-254		1921	0.5067458074602827%
359 	FT911-2566		1922	0.5064495407972631%
359 	FT911-3795		1923	0.5063440823130698%
359 	FT911-3154		1924	0.5043962320141789%
359 	FT911-475		1925	0.5041200943200803%
359 	FT911-2065		1926	0.5036684719131971%
359 	FT911-3346		1927	0.5035540770020166%
359 	FT911-5235		1928	0.503545874445202%
359 	FT911-3713		1929	0.5025701906903661%
359 	FT911-822		1930	0.5025258595810076%
359 	FT911-3816		1931	0.5019779921307413%
359 	FT911-1581		1932	0.5018796994936057%
359 	FT911-4818		1933	0.5007492181254805%
359 	FT911-1948		1934	0.5006500380955909%
359 	FT911-4204		1935	0.5005207712309164%
359 	FT911-4620		1936	0.4994236438808509%
359 	FT911-1962		1937	0.49913140717758986%
359 	FT911-1181		1938	0.4989753411523296%
359 	FT911-4059		1939	0.49853595840497894%
359 	FT911-4906		1940	0.4983884493480248%
359 	FT911-3655		1941	0.49695579095472564%
359 	FT911-5265		1942	0.49679333378942725%
359 	FT911-3825		1943	0.4966743638791679%
359 	FT911-2247		1944	0.49624914286194344%
359 	FT911-4916		1945	0.49558979563447253%
359 	FT911-2475		1946	0.4941469485854496%
359 	FT911-1157		1947	0.4939931157006961%
359 	FT911-5218		1948	0.4921188972920506%
359 	FT911-3922		1949	0.49161806182832213%
359 	FT911-2093		1950	0.4906456081735625%
359 	FT911-1372		1951	0.4885414425580741%
359 	FT911-2743		1952	0.48848451972088897%
359 	FT911-1167		1953	0.4883071237141081%
359 	FT911-3860		1954	0.48742812582682715%
359 	FT911-188		1955	0.48741866934347333%
359 	FT911-4692		1956	0.4873723540437309%
359 	FT911-1202		1957	0.48653710034867703%
359 	FT911-1004		1958	0.4858810728482033%
359 	FT911-1498		1959	0.48552008254982043%
359 	FT911-3598		1960	0.48532008865076653%
359 	FT911-5026		1961	0.4850487400609545%
359 	FT911-1642		1962	0.4835730740705304%
359 	FT911-2620		1963	0.4825976183312818%
359 	FT911-625		1964	0.48201115186205856%
359 	FT911-4252		1965	0.4819995621992673%
359 	FT911-886		1966	0.48159239535827975%
359 	FT911-4290		1967	0.4802518110802818%
359 	FT911-975		1968	0.48004198327421976%
359 	FT911-438		1969	0.4784113935373984%
359 	FT911-3167		1970	0.4771083630694507%
359 	FT911-3974		1971	0.4763286088288367%
359 	FT911-3660		1972	0.4762580015071881%
359 	FT911-3352		1973	0.4758959366901529%
359 	FT911-876		1974	0.4755505432966754%
359 	FT911-4390		1975	0.4750141083293335%
359 	FT911-3370		1976	0.47339121857734434%
359 	FT911-194		1977	0.4731743410683306%
359 	FT911-2109		1978	0.47307500617219944%
359 	FT911-1800		1979	0.47272522856635035%
359 	FT911-4254		1980	0.4719949077577789%
359 	FT911-1109		1981	0.4719854573734995%
359 	FT911-1563		1982	0.46998912734112863%
359 	FT911-101		1983	0.46997478117364383%
359 	FT911-4579		1984	0.46814681224609017%
359 	FT911-351		1985	0.46751399800597515%
359 	FT911-910		1986	0.46606096268861763%
359 	FT911-23		1987	0.4658010364141129%
359 	FT911-4292		1988	0.46551487169078987%
359 	FT911-4855		1989	0.46291161545877607%
359 	FT911-76		1990	0.46286306206084493%
359 	FT911-4342		1991	0.4626068688629649%
359 	FT911-4305		1992	0.46206803635835664%
359 	FT911-3251		1993	0.46114532653923257%
359 	FT911-2966		1994	0.4604523238661823%
359 	FT911-1013		1995	0.4601637741861527%
359 	FT911-982		1996	0.45968398232554336%
359 	FT911-157		1997	0.45820504472830237%
359 	FT911-4168		1998	0.45798420861276984%
359 	FT911-1307		1999	0.45781556737807094%
359 	FT911-4966		2000	0.4570567377010344%
359 	FT911-417		2001	0.45700519020546154%
359 	FT911-1626		2002	0.45690265230648885%
359 	FT911-4794		2003	0.4560511677866775%
359 	FT911-3063		2004	0.4555183248067241%
359 	FT911-3793		2005	0.4547512973172515%
359 	FT911-361		2006	0.4536684455225583%
359 	FT911-2195		2007	0.4532049192934939%
359 	FT911-4451		2008	0.4520227096768701%
359 	FT911-2384		2009	0.4519953056350062%
359 	FT911-4888		2010	0.4515469425835279%
359 	FT911-4217		2011	0.45108547244592206%
359 	FT911-2576		2012	0.4503244616820057%
359 	FT911-4567		2013	0.4495172639105422%
359 	FT911-4427		2014	0.44938853486379976%
359 	FT911-494		2015	0.44919543130460193%
359 	FT911-374		2016	0.44775019605649213%
359 	FT911-2823		2017	0.4472027632032262%
359 	FT911-4578		2018	0.44695314700324434%
359 	FT911-3577		2019	0.44629719812985413%
359 	FT911-327		2020	0.4444949347658361%
359 	FT911-1661		2021	0.44448608317726274%
359 	FT911-4686		2022	0.44438020319270477%
359 	FT911-2462		2023	0.4441473477578441%
359 	FT911-5148		2024	0.44396038875738%
359 	FT911-312		2025	0.44368345574369517%
359 	FT911-4313		2026	0.44224805392461836%
359 	FT911-2173		2027	0.442176494326998%
359 	FT911-1001		2028	0.44148654357521416%
359 	FT911-4318		2029	0.4405782722407615%
359 	FT911-2321		2030	0.4400537637081467%
359 	FT911-2971		2031	0.4394948503480502%
359 	FT911-113		2032	0.4364260378968216%
359 	FT911-4261		2033	0.4362761231700464%
359 	FT911-4877		2034	0.43228364373904754%
359 	FT911-265		2035	0.4314684669087774%
359 	FT911-1535		2036	0.43139023240577445%
359 	FT911-2455		2037	0.4313216343850034%
359 	FT911-4930		2038	0.42957901450807434%
359 	FT911-3189		2039	0.4291878347728811%
359 	FT911-4039		2040	0.4277943974910622%
359 	FT911-4829		2041	0.42732081575096914%
359 	FT911-1638		2042	0.4271099402950345%
359 	FT911-2280		2043	0.4266475848796192%
359 	FT911-3999		2044	0.4257312411861595%
359 	FT911-2110		2045	0.42458397069118486%
359 	FT911-3366		2046	0.42403195571385827%
359 	FT911-1983		2047	0.42380082330727026%
359 	FT911-1479		2048	0.42322734335818085%
359 	FT911-3401		2049	0.42294836508884914%
359 	FT911-2446		2050	0.4217555443151148%
359 	FT911-4491		2051	0.4216684567205621%
359 	FT911-4350		2052	0.42164088753619083%
359 	FT911-2483		2053	0.42110192913011213%
359 	FT911-2899		2054	0.4207407443842259%
359 	FT911-2928		2055	0.42004714358893264%
359 	FT911-4090		2056	0.4197215978908309%
359 	FT911-5179		2057	0.4188632280840979%
359 	FT911-2246		2058	0.4187723110962478%
359 	FT911-2936		2059	0.41762997500185683%
359 	FT911-1872		2060	0.41741181201109323%
359 	FT911-3396		2061	0.41724134612955466%
359 	FT911-3673		2062	0.41625075543180007%
359 	FT911-4797		2063	0.41476489888775975%
359 	FT911-2787		2064	0.41372621974879253%
359 	FT911-4146		2065	0.4134056674770954%
359 	FT911-1987		2066	0.4119754350606641%
359 	FT911-2258		2067	0.41151262560002627%
359 	FT911-779		2068	0.41035534288532893%
359 	FT911-1652		2069	0.4101314215113793%
359 	FT911-3271		2070	0.40987823752241637%
359 	FT911-892		2071	0.4098663307545528%
359 	FT911-3710		2072	0.40943370496508097%
359 	FT911-4460		2073	0.4092095880172709%
359 	FT911-3594		2074	0.40898676988074656%
359 	FT911-3800		2075	0.408163719675098%
359 	FT911-4456		2076	0.4074440995286438%
359 	FT911-4428		2077	0.4071564011279881%
359 	FT911-2568		2078	0.4066824953421733%
359 	FT911-4944		2079	0.40636475872498173%
359 	FT911-1954		2080	0.40600501258467164%
359 	FT911-38		2081	0.40542296047631776%
359 	FT911-3036		2082	0.4039901108136199%
359 	FT911-4813		2083	0.4038138510833739%
359 	FT911-3515		2084	0.4037485883515375%
359 	FT911-1886		2085	0.4036876232645553%
359 	FT911-4222		2086	0.4024559048237189%
359 	FT911-2631		2087	0.4021958482602439%
359 	FT911-32		2088	0.4011748468503727%
359 	FT911-1489		2089	0.3996876394175614%
359 	FT911-2353		2090	0.39950221522831253%
359 	FT911-1900		2091	0.39948820251424594%
359 	FT911-744		2092	0.3986830393009964%
359 	FT911-2105		2093	0.39802746002143474%
359 	FT911-4835		2094	0.39753486807428634%
359 	FT911-811		2095	0.39689033814362984%
359 	FT911-4399		2096	0.3963203721174213%
359 	FT911-466		2097	0.39626433043641685%
359 	FT911-1732		2098	0.395213651447359%
359 	FT911-1352		2099	0.3947995332602484%
359 	FT911-1959		2100	0.39394270480697346%
359 	FT911-1576		2101	0.3929902770136665%
359 	FT911-2551		2102	0.3927257729812896%
359 	FT911-4420		2103	0.39214406739886304%
359 	FT911-2709		2104	0.3920552799705854%
359 	FT911-1530		2105	0.3914405545751111%
359 	FT911-3588		2106	0.3912027800323132%
359 	FT911-3221		2107	0.3908974159830051%
359 	FT911-3856		2108	0.39040109813149154%
359 	FT911-5025		2109	0.3903113314765528%
359 	FT911-1478		2110	0.3900795874463802%
359 	FT911-1203		2111	0.3900313061953879%
359 	FT911-3437		2112	0.38993282552090053%
359 	FT911-4466		2113	0.38977255007677303%
359 	FT911-1571		2114	0.3881095852390044%
359 	FT911-1547		2115	0.388006001229388%
359 	FT911-1518		2116	0.3873696933670015%
359 	FT911-4612		2117	0.38699191592978865%
359 	FT911-711		2118	0.3852689749196494%
359 	FT911-3507		2119	0.384765436113107%
359 	FT911-1051		2120	0.3843467179366464%
359 	FT911-4062		2121	0.38391491942477923%
359 	FT911-4687		2122	0.38271495108944764%
359 	FT911-2281		2123	0.38256344339327353%
359 	FT911-3791		2124	0.3806604579240774%
359 	FT911-2902		2125	0.38042142146432967%
359 	FT911-1266		2126	0.38017129766044144%
359 	FT911-3566		2127	0.3797970640063979%
359 	FT911-3863		2128	0.3790681415848549%
359 	FT911-4950		2129	0.3790106570691259%
359 	FT911-755		2130	0.3788311635029463%
359 	FT911-4067		2131	0.3783061226291592%
359 	FT911-273		2132	0.37793865478624883%
359 	FT911-4570		2133	0.3771235001506178%
359 	FT911-5251		2134	0.3764205812705664%
359 	FT911-3408		2135	0.3756918437615665%
359 	FT911-4014		2136	0.37504325744984623%
359 	FT911-2655		2137	0.3749753460661443%
359 	FT911-458		2138	0.37475083591185027%
359 	FT911-4145		2139	0.3745451404419965%
359 	FT911-506		2140	0.3742648149869703%
359 	FT911-3785		2141	0.3742558536532993%
359 	FT911-322		2142	0.3741340186171443%
359 	FT911-19		2143	0.3741322332077019%
359 	FT911-246		2144	0.37396560407103335%
359 	FT911-4230		2145	0.3738291290044388%
359 	FT911-2131		2146	0.3737603469765424%
359 	FT911-4385		2147	0.3735923810852024%
359 	FT911-2346		2148	0.3729967222721608%
359 	FT911-2146		2149	0.37299393492912647%
359 	FT911-4000		2150	0.3720898334264257%
359 	FT911-981		2151	0.37135912781268154%
359 	FT911-4113		2152	0.3710617527215865%
359 	FT911-4629		2153	0.3708079853152258%
359 	FT911-730		2154	0.37073551134244825%
359 	FT911-4861		2155	0.3706892502255671%
359 	FT911-1010		2156	0.3705197793583131%
359 	FT911-4306		2157	0.3693418812290764%
359 	FT911-462		2158	0.3686473635583373%
359 	FT911-2815		2159	0.3672917998668884%
359 	FT911-4637		2160	0.3670714095378685%
359 	FT911-584		2161	0.366595240862541%
359 	FT911-4435		2162	0.3665787776056579%
359 	FT911-5058		2163	0.36656921450238783%
359 	FT911-1229		2164	0.3658671565990884%
359 	FT911-4422		2165	0.36556753389435576%
359 	FT911-3050		2166	0.3650315995623818%
359 	FT911-873		2167	0.36458289632891105%
359 	FT911-4131		2168	0.36419698021816943%
359 	FT911-4997		2169	0.36307876623038926%
359 	FT911-369		2170	0.36297639033555124%
359 	FT911-1892		2171	0.36297406595888515%
359 	FT911-1006		2172	0.36243933356284636%
359 	FT911-4203		2173	0.36226079785986326%
359 	FT911-4891		2174	0.3622211577407576%
359 	FT911-865		2175	0.3611628750712479%
359 	FT911-3829		2176	0.3606506922947589%
359 	FT911-4800		2177	0.36016550575667367%
359 	FT911-1433		2178	0.3588626816858022%
359 	FT911-4400		2179	0.3579430796325761%
359 	FT911-2559		2180	0.35768919772329255%
359 	FT911-2476		2181	0.35671489487943037%
359 	FT911-500		2182	0.355061732182505%
359 	FT911-607		2183	0.35464302599699526%
359 	FT911-3842		2184	0.35425908372192416%
359 	FT911-1975		2185	0.35418833850701964%
359 	FT911-1508		2186	0.35416506259346575%
359 	FT911-1501		2187	0.35251056659568764%
359 	FT911-129		2188	0.35228011574649487%
359 	FT911-1000		2189	0.3510082740373626%
359 	FT911-2351		2190	0.34973088763876176%
359 	FT911-4210		2191	0.34894046151327845%
359 	FT911-1047		2192	0.3482317275795612%
359 	FT911-467		2193	0.3480042686049046%
359 	FT911-1951		2194	0.3456544234306433%
359 	FT911-3503		2195	0.3428549383575793%
359 	FT911-1720		2196	0.34237393391183074%
359 	FT911-4317		2197	0.3422704064855654%
359 	FT911-3865		2198	0.3420486567257974%
359 	FT911-430		2199	0.34182914008359866%
359 	FT911-1852		2200	0.34175986311771495%
359 	FT911-945		2201	0.34142946930658574%
359 	FT911-3897		2202	0.3412604454323997%
359 	FT911-3060		2203	0.3412367849372717%
359 	FT911-1240		2204	0.3406280954226707%
359 	FT911-770		2205	0.34012141070777907%
359 	FT911-4668		2206	0.33957109931022017%
359 	FT911-366		2207	0.33883204509160736%
359 	FT911-1884		2208	0.33797972448704006%
359 	FT911-3220		2209	0.33721313364739863%
359 	FT911-911		2210	0.3367346870840077%
359 	FT911-5199		2211	0.33616237446968766%
359 	FT911-2809		2212	0.33590665999555586%
359 	FT911-3348		2213	0.3354985720469164%
359 	FT911-1427		2214	0.3343730702046284%
359 	FT911-857		2215	0.33244605439896197%
359 	FT911-2838		2216	0.33067947293447125%
359 	FT911-3403		2217	0.33066379041436716%
359 	FT911-2917		2218	0.33029524094145013%
359 	FT911-1057		2219	0.33004983659840403%
359 	FT911-4165		2220	0.3299553882189238%
359 	FT911-3809		2221	0.32971522639222617%
359 	FT911-4796		2222	0.32932041680725477%
359 	FT911-535		2223	0.32927131604765564%
359 	FT911-4088		2224	0.32899673095347054%
359 	FT911-4900		2225	0.3288493136925983%
359 	FT911-2447		2226	0.32849482485044457%
359 	FT911-2435		2227	0.32797671547283047%
359 	FT911-3606		2228	0.3277493849901811%
359 	FT911-4598		2229	0.32765815730558595%
359 	FT911-3919		2230	0.3272915612694163%
359 	FT911-1864		2231	0.3272000579721421%
359 	FT911-4214		2232	0.3271966760570184%
359 	FT911-1845		2233	0.32685410931102643%
359 	FT911-2489		2234	0.32684882027398043%
359 	FT911-3470		2235	0.32556447543367817%
359 	FT911-4184		2236	0.32501882141559546%
359 	FT911-4521		2237	0.32388666571849456%
359 	FT911-4691		2238	0.3232106752266186%
359 	FT911-4016		2239	0.3232054969992287%
359 	FT911-4499		2240	0.32291049582672726%
359 	FT911-2784		2241	0.3202442689820431%
359 	FT911-2630		2242	0.3195895511676101%
359 	FT911-933		2243	0.3180037127202855%
359 	FT911-2445		2244	0.3174989428592248%
359 	FT911-3965		2245	0.3169787226744559%
359 	FT911-4018		2246	0.3160525244016052%
359 	FT911-2474		2247	0.31593915104859244%
359 	FT911-2730		2248	0.31585097488944075%
359 	FT911-1287		2249	0.3155486682065706%
359 	FT911-2635		2250	0.31502071405399973%
359 	FT911-3103		2251	0.3149558070551277%
359 	FT911-4711		2252	0.3149557856738237%
359 	FT911-752		2253	0.3133569399691532%
359 	FT911-4961		2254	0.31333120105579915%
359 	FT911-1355		2255	0.3131951058098963%
359 	FT911-3007		2256	0.312579351393919%
359 	FT911-37		2257	0.3117817158524198%
359 	FT911-4992		2258	0.3113705060748566%
359 	FT911-2006		2259	0.3111340801944415%
